SBD,Trường,Ngành,Tổ hợp,Năm,Điểm học sinh,Điểm chuẩn trung bình,Điểm chuẩn dự kiến,Chỉ tiêu,q0,Market trend,Xu hướng điểm chuẩn,Xác suất trúng tuyển
13802,QST,quản lý tài nguyên và môi trường,A00,2025,20.5,21.5,22.07,100.0,129.8,0.68,0.0,0.1722
9139,NTT,ngôn ngữ trung quốc,C00,2025,13.25,15.0,14.75,202.5,126.53,0.71,-0.0,0.1824
5447,YDS,điều dưỡng,A00,2025,22.95,23.02,23.4,92.5,153.48,0.82,-0.61,0.3894
544,HIU,ngôn ngữ trung quốc,C00,2025,17.0,15.0,15.25,126.53,126.53,0.5,-0.0,0.852
6885,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,13.75,15.0,15.25,129.42,129.42,0.5,0.0,0.1824
16530,QSC,an toàn thông tin,A00,2025,25.85,24.28,23.78,130.5,145.58,0.87,-1.49,0.888
12447,KTA,kiến trúc,A01,2025,21.7,21.0,21.25,134.55,134.55,0.5,0.0,0.6106
26299,QST,quản lý tài nguyên và môi trường,A00,2025,25.05,21.5,22.07,100.0,129.8,0.68,0.0,0.9517
4783,SPK,công nghệ vật liệu,A00,2025,16.2,15.4,15.93,96.5,118.52,0.68,0.0,0.5671
2554,GTS,luật,D01,2025,23.65,21.0,21.25,137.77,137.77,0.5,-0.0,0.9168
11122,NLS,quản lý tài nguyên và môi trường,C00,2025,18.0,15.0,15.25,141.5,129.8,0.68,0.0,0.9399
10812,HSU,nghệ thuật,D01,2025,13.7,15.0,15.16,161.5,137.08,0.68,0.0,0.1885
7006,SPS,tâm lý học,C00,2025,26.5,26.45,26.38,151.5,133.53,0.68,-0.39,0.53
757,QSB,trí tuệ nhân tạo,A00,2025,19.7,17.2,17.45,169.88,169.88,0.5,0.0,0.9047
4733,SGD,sư phạm ngữ văn,C00,2025,20.75,28.11,28.36,139.2,139.2,0.5,0.0,0.0005
107899,LPS,luật kinh tế,C00,2025,20.5,21.0,21.25,141.53,141.53,0.5,0.0,0.3208
15868,SPK,công nghệ sinh học,D01,2025,18.65,15.0,15.75,100.0,155.72,0.79,0.0,0.9478
12116,TYS,điều dưỡng,B00,2025,21.85,23.57,23.82,153.48,153.48,0.5,0.0,0.1224
54778,SPS,tâm lý học,C00,2025,17.75,26.45,26.38,151.5,133.53,0.68,-0.39,0.0002
8338,GTS,kỹ thuật xây dựng,D01,2025,18.95,18.0,17.83,130.67,130.67,0.5,-0.6,0.754
12012,VLU,luật,C00,2025,18.25,15.0,15.38,135.5,137.77,0.73,-0.0,0.9463
18111,HVU,thú y,B00,2025,19.0,18.0,18.32,155.5,152.43,0.68,0.0,0.6637
21962,QSC,khoa học dữ liệu,D01,2025,24.35,27.5,27.75,135.6,135.6,0.5,-0.0,0.0323
1737,YDS,dược học,A01,2025,10.4,24.0,24.82,86.5,139.02,0.89,0.0,0.0
18059,UFM,tài chính - ngân hàng,D01,2025,25.0,22.5,22.69,163.5,135.02,0.8,0.0,0.9097
7136,DCQ,luật kinh tế,C00,2025,16.25,16.0,16.25,141.53,141.53,0.5,0.0,0.5
11695,KTA,công nghệ thông tin,D01,2025,17.0,23.8,24.05,132.31,132.31,0.5,-0.0,0.0009
6536,MBS,xã hội học,C00,2025,17.25,18.0,18.25,132.95,132.95,0.5,-0.0,0.2689
11807,QSX,quản lý giáo dục,C00,2025,15.0,26.9,27.15,153.02,153.02,0.5,-0.0,0.0
11664,QSB,khoa học máy tính,D01,2025,18.9,21.0,21.25,122.69,122.69,0.5,0.0,0.0871
15388,IUH,luật kinh tế,C00,2025,22.75,23.5,23.75,141.53,141.53,0.5,-0.0,0.2689
4475,QST,quản lý tài nguyên và môi trường,A00,2025,24.85,21.5,22.07,100.0,129.8,0.68,0.0,0.9416
4529,HSU,nghệ thuật,D01,2025,17.2,15.0,15.16,161.5,137.08,0.68,0.0,0.8849
16276,HVU,thú y,A00,2025,21.6,18.0,18.32,155.5,152.43,0.68,0.0,0.9637
1518,QSC,khoa học dữ liệu và trí tuệ nhân tạo,D01,2025,25.35,28.3,28.66,176.5,160.12,0.92,0.0,0.0352
62991,LPS,luật kinh tế,C00,2025,22.75,21.0,21.25,141.53,141.53,0.5,0.0,0.8176
9876,GTS,kỹ thuật xây dựng,D01,2025,19.6,18.0,17.83,130.67,130.67,0.5,-0.6,0.8545
7796,UFM,tài chính - ngân hàng,A00,2025,21.35,22.5,22.69,163.5,135.02,0.8,0.0,0.2075
18196,QSB,trí tuệ nhân tạo,A00,2025,19.3,17.2,17.45,169.88,169.88,0.5,0.0,0.8641
5620,NTT,ngôn ngữ trung quốc,C00,2025,15.0,15.0,14.75,202.5,126.53,0.71,-0.0,0.5622
2536,HIU,ngôn ngữ trung quốc,C00,2025,17.25,15.0,15.25,126.53,126.53,0.5,-0.0,0.8808
6766,SPK,công nghệ sinh học,D01,2025,17.85,15.0,15.75,100.0,155.72,0.79,0.0,0.8909
9245,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,18.0,15.0,15.25,129.42,129.42,0.5,0.0,0.9399
8646,NLS,quản lý tài nguyên và môi trường,C00,2025,15.0,15.0,15.25,141.5,129.8,0.68,0.0,0.4378
51229,HVU,thú y,A00,2025,20.1,18.0,18.32,155.5,152.43,0.68,0.0,0.8557
1064,UFM,tài chính - ngân hàng,D01,2025,20.4,22.5,22.69,163.5,135.02,0.8,0.0,0.092
2185,SPS,tâm lý học,C00,2025,25.0,26.45,26.38,151.5,133.53,0.68,-0.39,0.201
6724,QSC,kỹ thuật phần mềm,D01,2025,27.1,24.83,24.56,104.5,121.81,0.86,-1.21,0.9269
3033,YDS,điều dưỡng,A00,2025,16.25,23.02,23.4,92.5,153.48,0.82,-0.61,0.0008
3480,KTA,công nghệ thông tin,D01,2025,13.65,23.8,24.05,132.31,132.31,0.5,-0.0,0.0
5088,SGD,sư phạm ngữ văn,C00,2025,10.75,28.11,28.36,139.2,139.2,0.5,0.0,0.0
4821,VLU,luật,C00,2025,16.75,15.0,15.38,135.5,137.77,0.73,-0.0,0.7974
41112,MBS,xã hội học,C00,2025,20.25,18.0,18.25,132.95,132.95,0.5,-0.0,0.8808
11274,HSU,quan hệ công chúng,D01,2025,19.85,17.0,17.22,158.5,136.37,0.77,-0.0,0.9328
6005,TYS,điều dưỡng,B00,2025,21.95,23.57,23.82,153.48,153.48,0.5,0.0,0.1335
22971,KTA,công nghệ thông tin,D01,2025,21.8,23.8,24.05,132.31,132.31,0.5,-0.0,0.0953
77451,LPS,luật kinh tế,C00,2025,19.75,21.0,21.25,141.53,141.53,0.5,0.0,0.1824
3012,YDS,dược học,A00,2025,21.25,24.15,24.31,86.5,139.02,0.89,-0.94,0.0448
73959,SPK,công nghệ sinh học,D01,2025,21.1,15.0,15.75,100.0,155.72,0.79,0.0,0.9953
3391,QSB,trí tuệ nhân tạo,A01,2025,15.85,17.2,17.45,169.88,169.88,0.5,0.0,0.168
23072,DCQ,luật kinh tế,C00,2025,18.0,16.0,16.25,141.53,141.53,0.5,0.0,0.852
11034,QST,quản lý tài nguyên và môi trường,A00,2025,23.0,21.5,22.07,100.0,129.8,0.68,0.0,0.7171
5951,HIU,quản lý giáo dục,C00,2025,19.0,16.0,16.25,153.02,153.02,0.5,0.0,0.9399
5167,GTS,kỹ thuật môi trường,A01,2025,21.15,19.0,19.25,145.4,145.4,0.5,0.0,0.8699
75054,UFM,tài chính - ngân hàng,D01,2025,24.8,22.5,22.69,163.5,135.02,0.8,0.0,0.8919
23490,QSC,an toàn thông tin,D01,2025,20.8,24.28,23.78,130.5,145.58,0.87,-1.49,0.0483
12936,NTT,ngôn ngữ trung quốc,C00,2025,14.0,15.0,14.75,202.5,126.53,0.71,-0.0,0.3208
3022,SGD,sư phạm ngữ văn,C00,2025,25.0,28.11,28.36,139.2,139.2,0.5,0.0,0.0336
7697,IUH,luật kinh tế,C00,2025,21.5,23.5,23.75,141.53,141.53,0.5,-0.0,0.0953
2326,QSX,quản lý giáo dục,C00,2025,11.25,26.9,27.15,153.02,153.02,0.5,-0.0,0.0
574,IUH,luật kinh tế,C00,2025,21.25,23.5,23.75,141.53,141.53,0.5,-0.0,0.0759
4877,SPS,tâm lý học,C00,2025,23.5,26.45,26.38,151.5,133.53,0.68,-0.39,0.0532
307,VLU,quản trị dịch vụ du lịch và lữ hành,C00,2025,18.5,15.33,15.91,116.5,129.42,0.68,0.2,0.9302
9234,KTA,công nghệ thông tin,D01,2025,23.75,23.8,24.05,132.31,132.31,0.5,-0.0,0.4256
64951,SPK,công nghệ vật liệu,A00,2025,13.75,15.4,15.93,96.5,118.52,0.68,0.0,0.1016
9152,QSX,quản lý giáo dục,C00,2025,11.25,26.9,27.15,153.02,153.02,0.5,-0.0,0.0
1731,MBS,xã hội học,C00,2025,20.0,18.0,18.25,132.95,132.95,0.5,-0.0,0.852
1728,HVU,thú y,A00,2025,19.35,18.0,18.32,155.5,152.43,0.68,0.0,0.7369
4654,KSA,quản trị nhân lực,C00,2025,20.25,18.0,18.25,126.77,126.77,0.5,0.0,0.8808
8171,GTS,logistics và quản lý chuỗi cung ứng,D01,2025,22.85,20.0,20.25,119.38,119.38,0.5,0.0,0.9309
560,LPS,luật kinh tế,C00,2025,21.0,21.0,21.25,141.53,141.53,0.5,0.0,0.4378
2666,DCQ,luật kinh tế,C00,2025,19.25,16.0,16.25,141.53,141.53,0.5,0.0,0.9526
12893,TYS,điều dưỡng,B00,2025,21.4,23.57,23.82,153.48,153.48,0.5,0.0,0.0817
3593,NTT,ngôn ngữ trung quốc,C00,2025,12.0,15.0,14.75,202.5,126.53,0.71,-0.0,0.0601
54308,SGD,sư phạm ngữ văn,C00,2025,19.0,28.11,28.36,139.2,139.2,0.5,0.0,0.0001
2175,SPS,tâm lý học,C00,2025,25.0,26.45,26.38,151.5,133.53,0.68,-0.39,0.201
16077,IUH,luật kinh tế,C00,2025,23.0,23.5,23.75,141.53,141.53,0.5,-0.0,0.3208
2420,HSU,ngôn ngữ anh,D01,2025,20.9,18.0,18.25,145.54,145.54,0.5,-0.0,0.934
1634,HIU,quan hệ quốc tế,C00,2025,20.5,17.75,18.0,136.9,136.9,0.5,-0.0,0.9241
11207,NLS,quản lý tài nguyên và môi trường,C00,2025,16.5,15.0,15.25,141.5,129.8,0.68,0.0,0.7773
10199,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,15.0,15.0,15.25,129.42,129.42,0.5,0.0,0.4378
2887,NTT,ngôn ngữ trung quốc,D01,2025,11.85,15.0,14.75,202.5,126.53,0.71,-0.0,0.0522
2565,VLU,quản trị dịch vụ du lịch và lữ hành,C00,2025,18.5,15.33,15.91,116.5,129.42,0.68,0.2,0.9302
10078,QST,quản lý tài nguyên và môi trường,A01,2025,24.4,21.5,22.07,100.0,129.8,0.68,0.0,0.9113
1290,QSB,khoa học máy tính,D01,2025,26.1,21.0,21.25,122.69,122.69,0.5,0.0,0.9922
57211,YDS,điều dưỡng,A00,2025,21.2,23.02,23.4,92.5,153.48,0.82,-0.61,0.0998
38994,HVU,thú y,A00,2025,21.2,18.0,18.32,155.5,152.43,0.68,0.0,0.9468
77310,LPS,luật kinh tế,C00,2025,22.25,21.0,21.25,141.53,141.53,0.5,0.0,0.7311
27094,KTA,công nghệ thông tin,A01,2025,26.5,23.8,24.05,132.31,132.31,0.5,-0.0,0.9206
25976,SPS,tâm lý học,C00,2025,23.5,26.45,26.38,151.5,133.53,0.68,-0.39,0.0532
7227,NLS,quản lý tài nguyên và môi trường,C00,2025,14.75,15.0,15.25,141.5,129.8,0.68,0.0,0.3775
40911,UFM,tài chính - ngân hàng,D01,2025,20.95,22.5,22.69,163.5,135.02,0.8,0.0,0.1493
11797,DCQ,luật kinh tế,C00,2025,14.0,16.0,16.25,141.53,141.53,0.5,0.0,0.0953
9075,HIU,ngôn ngữ trung quốc,C00,2025,14.25,15.0,15.25,126.53,126.53,0.5,-0.0,0.2689
3678,QSC,an toàn thông tin,D01,2025,21.75,24.28,23.78,130.5,145.58,0.87,-1.49,0.1161
24880,IUH,luật kinh tế,C00,2025,23.0,23.5,23.75,141.53,141.53,0.5,-0.0,0.3208
18262,QST,quản lý tài nguyên và môi trường,A00,2025,20.2,21.5,22.07,100.0,129.8,0.68,0.0,0.1335
18635,MBS,xã hội học,C00,2025,20.25,18.0,18.25,132.95,132.95,0.5,-0.0,0.8808
5728,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,17.5,15.0,15.25,129.42,129.42,0.5,0.0,0.9047
7002,QSX,quản lý giáo dục,C00,2025,19.75,26.9,27.15,153.02,153.02,0.5,-0.0,0.0006
75552,NLS,quản lý tài nguyên và môi trường,C00,2025,16.25,15.0,15.25,141.5,129.8,0.68,0.0,0.7311
14128,SPK,công nghệ vật liệu,A00,2025,15.4,15.4,15.93,96.5,118.52,0.68,0.0,0.3705
30119,UFM,tài chính - ngân hàng,D01,2025,24.4,22.5,22.69,163.5,135.02,0.8,0.0,0.8468
97074,VLU,luật,C00,2025,18.25,15.0,15.38,135.5,137.77,0.73,-0.0,0.9463
18738,YDS,dược học,A01,2025,23.05,24.0,24.82,86.5,139.02,0.89,0.0,0.1455
4621,HSU,nghệ thuật,D01,2025,14.75,15.0,15.16,161.5,137.08,0.68,0.0,0.3989
59871,SGD,sư phạm ngữ văn,C00,2025,11.2,28.11,28.36,139.2,139.2,0.5,0.0,0.0
64617,DCQ,luật kinh tế,C00,2025,15.0,16.0,16.25,141.53,141.53,0.5,0.0,0.2227
15579,QSB,trí tuệ nhân tạo,A00,2025,22.45,17.2,17.45,169.88,169.88,0.5,0.0,0.9933
4075,MBS,xã hội học,C00,2025,16.5,18.0,18.25,132.95,132.95,0.5,-0.0,0.148
37947,GTS,kỹ thuật xây dựng,D01,2025,18.05,18.0,17.83,130.67,130.67,0.5,-0.6,0.5548
12568,NTT,ngôn ngữ trung quốc,C00,2025,13.0,15.0,14.75,202.5,126.53,0.71,-0.0,0.148
4373,HIU,ngôn ngữ trung quốc,C00,2025,16.75,15.0,15.25,126.53,126.53,0.5,-0.0,0.8176
17153,LPS,luật kinh tế,C00,2025,21.5,21.0,21.25,141.53,141.53,0.5,0.0,0.5622
312,HSU,nghệ thuật,D01,2025,12.7,15.0,15.16,161.5,137.08,0.68,0.0,0.0787
584,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,18.0,15.0,15.25,129.42,129.42,0.5,0.0,0.9399
22448,QSX,quản lý giáo dục,C00,2025,11.0,26.9,27.15,153.02,153.02,0.5,-0.0,0.0
9567,NLS,quản lý tài nguyên và môi trường,C00,2025,14.75,15.0,15.25,141.5,129.8,0.68,0.0,0.3775
2190,IUH,luật kinh tế,C00,2025,20.75,23.5,23.75,141.53,141.53,0.5,-0.0,0.0474
9652,MBS,xã hội học,C00,2025,20.25,18.0,18.25,132.95,132.95,0.5,-0.0,0.8808
52144,QST,quản lý tài nguyên và môi trường,A00,2025,24.6,21.5,22.07,100.0,129.8,0.68,0.0,0.9262
63326,QSC,an toàn thông tin,D01,2025,25.2,24.28,23.78,130.5,145.58,0.87,-1.49,0.8053
14437,VLU,luật,C00,2025,18.25,15.0,15.38,135.5,137.77,0.73,-0.0,0.9463
9483,SPK,công nghệ sinh học,D01,2025,16.5,15.0,15.75,100.0,155.72,0.79,0.0,0.6792
4997,DCQ,luật kinh tế,C00,2025,18.0,16.0,16.25,141.53,141.53,0.5,0.0,0.852
10053,LPS,luật kinh tế,C00,2025,19.5,21.0,21.25,141.53,141.53,0.5,0.0,0.148
3682,SPS,tâm lý học,C00,2025,24.25,26.45,26.38,151.5,133.53,0.68,-0.39,0.1062
33631,HVU,thú y,B00,2025,20.05,18.0,18.32,155.5,152.43,0.68,0.0,0.8494
3521,NTT,ngôn ngữ trung quốc,C00,2025,14.25,15.0,14.75,202.5,126.53,0.71,-0.0,0.3775
1988,KTA,công nghệ thông tin,D01,2025,21.75,23.8,24.05,132.31,132.31,0.5,-0.0,0.0911
3556,HIU,ngôn ngữ trung quốc,C00,2025,14.25,15.0,15.25,126.53,126.53,0.5,-0.0,0.2689
2730,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,14.25,15.0,15.25,129.42,129.42,0.5,0.0,0.2689
1985,TYS,điều dưỡng,B00,2025,24.35,23.57,23.82,153.48,153.48,0.5,0.0,0.6295
10155,YDS,điều dưỡng,A00,2025,23.3,23.02,23.4,92.5,153.48,0.82,-0.61,0.475
7355,QSB,trí tuệ nhân tạo,A00,2025,19.75,17.2,17.45,169.88,169.88,0.5,0.0,0.9089
3001,VLU,tâm lý học,C00,2025,19.5,16.0,16.56,103.5,133.53,0.68,0.0,0.9498
41880,TYS,dược học,B00,2025,27.35,25.51,25.76,139.02,139.02,0.5,0.0,0.8306
32737,IUH,luật kinh tế,C00,2025,23.0,23.5,23.75,141.53,141.53,0.5,-0.0,0.3208
3760,DCQ,luật kinh tế,C00,2025,19.0,16.0,16.25,141.53,141.53,0.5,0.0,0.9399
13245,GTS,kỹ thuật xây dựng,D01,2025,13.25,18.0,17.83,130.67,130.67,0.5,-0.6,0.0102
10497,LPS,luật kinh tế,C00,2025,21.5,21.0,21.25,141.53,141.53,0.5,0.0,0.5622
12445,HSU,nghệ thuật,D01,2025,17.6,15.0,15.16,161.5,137.08,0.68,0.0,0.9198
16268,IUH,luật kinh tế,C00,2025,21.75,23.5,23.75,141.53,141.53,0.5,-0.0,0.1192
11092,NLS,quản lý tài nguyên và môi trường,C00,2025,18.0,15.0,15.25,141.5,129.8,0.68,0.0,0.9399
34302,MBS,xã hội học,C00,2025,20.25,18.0,18.25,132.95,132.95,0.5,-0.0,0.8808
3658,HIU,quan hệ quốc tế,C00,2025,19.75,17.75,18.0,136.9,136.9,0.5,-0.0,0.852
12307,HVU,thú y,A00,2025,16.0,18.0,18.32,155.5,152.43,0.68,0.0,0.0895
5887,MBS,xã hội học,C00,2025,21.25,18.0,18.25,132.95,132.95,0.5,-0.0,0.9526
138,NTT,ngôn ngữ trung quốc,C00,2025,17.75,15.0,14.75,202.5,126.53,0.71,-0.0,0.9526
3322,KSA,logistics và quản lý chuỗi cung ứng,C00,2025,21.5,19.0,19.25,119.38,119.38,0.5,0.0,0.9047
71873,SGD,sư phạm ngữ văn,C00,2025,12.25,28.11,28.36,139.2,139.2,0.5,0.0,0.0
21655,QSX,quản lý giáo dục,C00,2025,20.75,26.9,27.15,153.02,153.02,0.5,-0.0,0.0017
30929,SPK,công nghệ sinh học,D01,2025,17.35,15.0,15.75,100.0,155.72,0.79,0.0,0.832
11115,NLS,quản lý tài nguyên và môi trường,C00,2025,18.0,15.0,15.25,141.5,129.8,0.68,0.0,0.9399
11252,VLU,tâm lý học,C00,2025,19.5,16.0,16.56,103.5,133.53,0.68,0.0,0.9498
55794,DCQ,luật kinh tế,C00,2025,17.0,16.0,16.25,141.53,141.53,0.5,0.0,0.6792
3147,QST,quản lý tài nguyên và môi trường,A00,2025,20.45,21.5,22.07,100.0,129.8,0.68,0.0,0.1652
22479,UFM,tài chính - ngân hàng,D01,2025,19.4,22.5,22.69,163.5,135.02,0.8,0.0,0.0359
5100,TYS,điều dưỡng,B00,2025,24.6,23.57,23.82,153.48,153.48,0.5,0.0,0.6857
4799,YDS,điều dưỡng,A00,2025,21.95,23.02,23.4,92.5,153.48,0.82,-0.61,0.19
64806,LPS,luật kinh tế,C00,2025,21.75,21.0,21.25,141.53,141.53,0.5,0.0,0.6225
82590,SPK,công nghệ sinh học,B00,2025,14.5,15.0,15.75,100.0,155.72,0.79,0.0,0.2227
8196,SGD,sư phạm ngữ văn,C00,2025,11.5,28.11,28.36,139.2,139.2,0.5,0.0,0.0
8435,NTT,ngôn ngữ trung quốc,C00,2025,14.25,15.0,14.75,202.5,126.53,0.71,-0.0,0.3775
15771,HIU,ngôn ngữ trung quốc,C00,2025,17.25,15.0,15.25,126.53,126.53,0.5,-0.0,0.8808
7940,KTA,kiến trúc,A01,2025,23.15,21.0,21.25,134.55,134.55,0.5,0.0,0.8699
1232,IUH,luật kinh tế,C00,2025,21.0,23.5,23.75,141.53,141.53,0.5,-0.0,0.0601
3850,TYS,điều dưỡng,B00,2025,22.85,23.57,23.82,153.48,153.48,0.5,0.0,0.2749
4804,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,15.5,15.0,15.25,129.42,129.42,0.5,0.0,0.5622
2594,QSC,an toàn thông tin,D01,2025,23.7,24.28,23.78,130.5,145.58,0.87,-1.49,0.48
10003,GTS,kỹ thuật xây dựng,D01,2025,20.1,18.0,17.83,130.67,130.67,0.5,-0.6,0.9064
5776,SPS,tâm lý học,C00,2025,23.75,26.45,26.38,151.5,133.53,0.68,-0.39,0.0672
60170,KTA,công nghệ thông tin,D01,2025,26.95,23.8,24.05,132.31,132.31,0.5,-0.0,0.9478
15358,SPK,công nghệ sinh học,B00,2025,13.65,15.0,15.75,100.0,155.72,0.79,0.0,0.1091
9541,VLU,quan hệ công chúng,C00,2025,22.25,19.0,19.57,110.5,136.37,0.77,0.0,0.9358
13904,NLS,quản lý tài nguyên và môi trường,C00,2025,16.25,15.0,15.25,141.5,129.8,0.68,0.0,0.7311
28598,YDS,điều dưỡng,A00,2025,25.95,23.02,23.4,92.5,153.48,0.82,-0.61,0.9276
695,QSB,trí tuệ nhân tạo,A00,2025,24.3,17.2,17.45,169.88,169.88,0.5,0.0,0.9989
14005,QST,quản lý tài nguyên và môi trường,A00,2025,24.45,21.5,22.07,100.0,129.8,0.68,0.0,0.9153
12924,MBS,xã hội học,C00,2025,20.25,18.0,18.25,132.95,132.95,0.5,-0.0,0.8808
11483,HSU,ngôn ngữ trung quốc,D01,2025,18.6,16.0,16.25,126.53,126.53,0.5,0.0,0.9129
11260,LPS,luật kinh tế,C00,2025,20.25,21.0,21.25,141.53,141.53,0.5,0.0,0.2689
46517,UFM,tài chính - ngân hàng,D01,2025,25.35,22.5,22.69,163.5,135.02,0.8,0.0,0.9346
4243,QSC,an toàn thông tin,A00,2025,21.55,24.28,23.78,130.5,145.58,0.87,-1.49,0.0971
4443,TYS,điều dưỡng,B00,2025,25.8,23.57,23.82,153.48,153.48,0.5,0.0,0.8787
2492,QSX,quản lý giáo dục,C00,2025,26.25,26.9,27.15,153.02,153.02,0.5,-0.0,0.2891
5378,SGD,sư phạm ngữ văn,C00,2025,10.25,28.11,28.36,139.2,139.2,0.5,0.0,0.0
86271,HIU,quan hệ quốc tế,C00,2025,20.25,17.75,18.0,136.9,136.9,0.5,-0.0,0.9047
8254,DCQ,luật kinh tế,C00,2025,19.25,16.0,16.25,141.53,141.53,0.5,0.0,0.9526
5411,SPS,tâm lý học,C00,2025,23.5,26.45,26.38,151.5,133.53,0.68,-0.39,0.0532
3535,DCQ,luật kinh tế,C00,2025,19.25,16.0,16.25,141.53,141.53,0.5,0.0,0.9526
22125,UFM,tài chính - ngân hàng,D01,2025,24.8,22.5,22.69,163.5,135.02,0.8,0.0,0.8919
4174,NTT,ngôn ngữ trung quốc,C00,2025,15.75,15.0,14.75,202.5,126.53,0.71,-0.0,0.7311
61689,QSX,quản lý giáo dục,C00,2025,14.0,26.9,27.15,153.02,153.02,0.5,-0.0,0.0
3994,IUH,luật kinh tế,C00,2025,21.0,23.5,23.75,141.53,141.53,0.5,-0.0,0.0601
5706,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,18.25,15.0,15.25,129.42,129.42,0.5,0.0,0.9526
5276,SGD,sư phạm ngữ văn,C00,2025,8.75,28.11,28.36,139.2,139.2,0.5,0.0,0.0
8080,SPS,tâm lý học,C00,2025,23.5,26.45,26.38,151.5,133.53,0.68,-0.39,0.0532
9013,GTS,kỹ thuật môi trường,D01,2025,20.9,19.0,19.25,145.4,145.4,0.5,0.0,0.8389
26004,HSU,nghệ thuật,D01,2025,15.85,15.0,15.16,161.5,137.08,0.68,0.0,0.666
58482,TYS,điều dưỡng,B00,2025,22.9,23.57,23.82,153.48,153.48,0.5,0.0,0.285
18001,NLS,quản lý tài nguyên và môi trường,C00,2025,17.5,15.0,15.25,141.5,129.8,0.68,0.0,0.9047
29401,QSB,khoa học máy tính,D01,2025,21.2,21.0,21.25,122.69,122.69,0.5,0.0,0.4875
4050,VLU,luật,C00,2025,14.25,15.0,15.38,135.5,137.77,0.73,-0.0,0.2442
182,QSC,an toàn thông tin,A00,2025,26.7,24.28,23.78,130.5,145.58,0.87,-1.49,0.9488
12319,NTT,ngôn ngữ trung quốc,C00,2025,12.75,15.0,14.75,202.5,126.53,0.71,-0.0,0.1192
55516,KTA,công nghệ thông tin,A01,2025,26.9,23.8,24.05,132.31,132.31,0.5,-0.0,0.9453
369,MBS,xã hội học,C00,2025,19.0,18.0,18.25,132.95,132.95,0.5,-0.0,0.6792
6573,QSX,quản lý giáo dục,C00,2025,26.0,26.9,27.15,153.02,153.02,0.5,-0.0,0.2405
5812,LPS,luật kinh tế,C00,2025,20.0,21.0,21.25,141.53,141.53,0.5,0.0,0.2227
12989,UFM,tài chính - ngân hàng,D01,2025,19.35,22.5,22.69,163.5,135.02,0.8,0.0,0.0342
52942,QSC,an toàn thông tin,D01,2025,26.1,24.28,23.78,130.5,145.58,0.87,-1.49,0.9105
11406,QST,quản lý tài nguyên và môi trường,A01,2025,23.65,21.5,22.07,100.0,129.8,0.68,0.0,0.8292
4390,HIU,ngôn ngữ trung quốc,C00,2025,15.75,15.0,15.25,126.53,126.53,0.5,-0.0,0.6225
12709,YDS,điều dưỡng,A00,2025,23.2,23.02,23.4,92.5,153.48,0.82,-0.61,0.4502
1037,GTS,kỹ thuật xây dựng,D01,2025,24.25,18.0,17.83,130.67,130.67,0.5,-0.6,0.9984
14853,IUH,luật kinh tế,C00,2025,21.25,23.5,23.75,141.53,141.53,0.5,-0.0,0.0759
4544,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,14.5,15.0,15.25,129.42,129.42,0.5,0.0,0.3208
13862,NLS,quản lý tài nguyên và môi trường,C00,2025,14.25,15.0,15.25,141.5,129.8,0.68,0.0,0.2689
16362,SGD,sư phạm ngữ văn,C00,2025,10.5,28.11,28.36,139.2,139.2,0.5,0.0,0.0
6827,VLU,luật,C00,2025,13.5,15.0,15.38,135.5,137.77,0.73,-0.0,0.1324
16422,DCQ,luật kinh tế,C00,2025,19.0,16.0,16.25,141.53,141.53,0.5,0.0,0.9399
12152,QSX,quản lý giáo dục,C00,2025,15.5,26.9,27.15,153.02,153.02,0.5,-0.0,0.0
4329,QSB,trí tuệ nhân tạo,A01,2025,17.5,17.2,17.45,169.88,169.88,0.5,0.0,0.5125
1960,MBS,xã hội học,C00,2025,17.25,18.0,18.25,132.95,132.95,0.5,-0.0,0.2689
8698,QST,quản lý tài nguyên và môi trường,A00,2025,25.05,21.5,22.07,100.0,129.8,0.68,0.0,0.9517
70215,SPK,công nghệ vật liệu,A00,2025,14.15,15.4,15.93,96.5,118.52,0.68,0.0,0.1443
4757,NTT,ngôn ngữ trung quốc,C00,2025,14.25,15.0,14.75,202.5,126.53,0.71,-0.0,0.3775
8565,HSU,nghệ thuật,D01,2025,17.75,15.0,15.16,161.5,137.08,0.68,0.0,0.9302
15081,HVU,thú y,A00,2025,19.35,18.0,18.32,155.5,152.43,0.68,0.0,0.7369
2584,GTS,kỹ thuật xây dựng,D01,2025,17.4,18.0,17.83,130.67,130.67,0.5,-0.6,0.3941
4440,HIU,ngôn ngữ trung quốc,C00,2025,15.25,15.0,15.25,126.53,126.53,0.5,-0.0,0.5
3818,TYS,điều dưỡng,B00,2025,21.6,23.57,23.82,153.48,153.48,0.5,0.0,0.098
17537,YDS,điều dưỡng,A00,2025,25.65,23.02,23.4,92.5,153.48,0.82,-0.61,0.9047
