Student_ID,Major1,Major2,Major3,Subject_groups,Priority_Area,Priority_Subject,Interests,TOA,VAN,ANH,LY,HOA,SU,DIA,SINH,GDCD,TIN,CN
ST0126,Tâm lý học,Quản trị kinh doanh quốc tế,Khoa học dữ liệu và Trí tuệ nhân tạo,D12,KV2,05,"Kỹ thuật,Ngoại ngữ",5.8,6.3,0.0,0.0,0.0,0.0,0.0,5.8,0.0,4.7,0.0
ST0127,Quản trị dịch vụ du lịch và lữ hành,Sư phạm Ngữ văn,Ngôn ngữ Anh,A01,KV2,05,"Lập trình,Ngoại ngữ",6.5,5.0,5.1,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
ST0128,Marketing,Logistics và Quản lý chuỗi cung ứng,Quản trị kinh doanh quốc tế,G-TIN,KV2,05,"Kinh doanh,Giao tiếp",8.4,7.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,5.3,0.0
ST0129,Marketing,Digital Marketing,Thiết kế đồ họa,C12,KV2,05,Sáng tạo,5.1,6.7,6.4,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0
ST0130,Quản lý bệnh viện,Sư phạm Ngữ văn,Nhân học,"D66,D84",KV2,05,Y học,7.8,7.1,0.0,0.0,0.0,6.2,2.9,0.0,0.0,0.0,0.0
ST0131,Luật,Kinh tế học,Luật quốc tế,C05,KV2,04,Chính trị,7.0,6.4,3.7,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0
ST0132,Quản lý giáo dục,Công nghệ thông tin,Marketing,"D10,A02",KV2,05,Nông nghiệp,8.4,5.9,3.3,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
ST0133,Thiết kế đồ họa,Công nghệ thông tin,Khoa học dữ liệu và Trí tuệ nhân tạo,"C04,G-TIN",KV2,05,Công nghệ,8.3,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,4.8
ST0134,Công nghệ thông tin,Digital Marketing,Logistics và Quản lý chuỗi cung ứng,C19,KV2,05,"Công nghệ,Ngoại ngữ",7.2,8.1,0.0,0.0,3.5,0.0,0.0,0.0,2.7,0.0,0.0
ST0135,Công nghệ vật liệu,Kỹ thuật xây dựng,Kỹ thuật điện - điện tử,"B02,A02",KV2,05,"Khoa học,Thiết kế,Kỹ thuật",6.6,7.0,0.0,6.5,0.0,4.3,0.0,0.0,0.0,0.0,0.0
ST0136,Quản trị kinh doanh,Luật kinh tế,Quản lý bệnh viện,"C-TIN,C05",KV2,05,"Luật pháp,Nông nghiệp,Quản lý",3.7,5.3,0.0,4.1,5.7,0.0,0.0,0.0,0.0,0.0,0.0
ST0137,Quản trị kinh doanh,Tài chính - Ngân hàng,Luật kinh tế,D07,KV2,05,Kinh doanh,6.7,4.7,0.0,6.4,3.5,0.0,0.0,0.0,0.0,0.0,0.0
ST0138,Công nghệ thông tin,Quản trị kinh doanh quốc tế,Thiết kế đồ họa,A10,KV2,05,"Máy tính,Văn hóa",7.7,6.1,0.0,0.0,0.0,0.0,0.0,4.2,4.1,0.0,0.0
ST0139,Công nghệ thông tin,Digital Marketing,Logistics và Quản lý chuỗi cung ứng,D66,KV2,05,"Dạy học,Ẩm thực,Công nghệ",7.6,5.9,6.9,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0
ST0140,Robot và Trí tuệ nhân tạo,Tự động hóa,Công nghệ kỹ thuật ô tô,"A01,B02",KV1,03,Tự động hóa,7.8,6.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,6.2
ST0141,Thiết kế đồ họa,Sư phạm Ngữ văn,Nhân học,"A08,E-TIN",KV2,05,"Ẩm thực,Thiên nhiên",8.4,5.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,3.9,0.0
ST0142,Luật kinh tế,Sư phạm Hóa học,Y khoa,"A02,C00",KV2,05,"Nghiên cứu,Luật pháp",5.8,5.7,0.0,2.7,5.4,0.0,0.0,0.0,0.0,0.0,0.0
ST0143,Quản trị kinh doanh quốc tế,Kinh doanh quốc tế,Marketing,"B02,C19",KV1,01,"Ngoại ngữ,Nông nghiệp,Kinh doanh",9.1,4.7,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,3.8
ST0144,Sư phạm Ngữ văn,Nhân học,Xã hội học,D08,KV2,05,Hóa học,8.6,7.4,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,6.2
ST0145,Công nghệ thông tin,Marketing,Digital Marketing,"A02,C12",KV2,05,Ẩm thực,6.9,6.5,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
ST0146,Công nghệ thông tin,Thiết kế đồ họa,Thống kê,"A07,D01",KV1,07,Máy tính,5.3,7.5,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,3.8
ST0147,Nhân học,Xã hội học,Quản trị kinh doanh quốc tế,C12,KV2,05,"Toán học,Giao tiếp,Văn hóa",7.7,7.3,0.0,6.4,0.0,5.7,0.0,0.0,0.0,0.0,0.0
ST0148,Khoa học dữ liệu và Trí tuệ nhân tạo,Khoa học dữ liệu,Thiết kế đồ họa,"A06,E-TIN",KV2,05,Chăm sóc sức khỏe,7.3,4.4,0.0,0.0,0.0,0.0,0.0,4.8,0.0,6.7,0.0
ST0149,Báo chí,Ngôn ngữ Anh,Ngôn ngữ Nhật,"D12,C12",KV2,05,"Sáng tạo,Đọc sách,Bảo mật thông tin",4.5,8.3,5.2,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0
ST0150,Logistics và Quản lý chuỗi cung ứng,Kỹ thuật điện - điện tử,Kỹ thuật xây dựng,C04,KV2,05,"Điện tử,Toán học,Kinh doanh",7.4,4.1,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,5.6
ST0151,Tự động hóa,Robot và Trí tuệ nhân tạo,Công nghệ kỹ thuật ô tô,"C08,D01",KV2,05,"Dịch vụ khách hàng,Tự động hóa,Văn học",8.8,5.3,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.9
ST0152,Marketing,Digital Marketing,Công nghệ thông tin,"A00,D12",KV2,05,Quảng cáo,5.6,7.3,0.0,5.6,5.9,0.0,0.0,0.0,0.0,0.0,0.0
ST0153,Marketing,Công nghệ sau thu hoạch,Digital Marketing,A02,KV2,05,"Ẩm thực,Truyền thông",3.3,6.8,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,6.1
ST0154,Tài chính - Ngân hàng,Kế toán,Kiểm toán,C02,KV2,01,Tài chính,9.1,5.4,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,4.1
ST0155,Công nghệ thông tin,Thiết kế đồ họa,Thống kê,"C12,D-TIN",KV2,05,"Máy tính,Kỹ thuật,Thiên nhiên",6.6,7.9,4.2,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0
ST0156,Quản lý giáo dục,Sư phạm Ngữ văn,Sư phạm Hóa học,"D15,C03",KV3,02,"Giáo dục,Văn học,Sáng tạo",4.8,8.1,0.0,0.0,4.3,0.0,0.0,0.0,5.9,0.0,0.0
ST0157,Công nghệ thông tin,Marketing,Digital Marketing,"A11,A01",KV2,05,Hóa học,8.2,7.9,4.7,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0
ST0158,Sư phạm Hóa học,Y khoa,Răng - Hàm - Mặt,C04,KV2,05,"Giáo dục,Y học",7.2,6.3,3.9,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
ST0159,Thiết kế đồ họa,Khoa học máy tính,An toàn thông tin,"C02,C12",KV2,05,Máy tính,6.8,7.5,0.0,6.9,0.0,0.0,0.0,0.0,0.0,7.6,0.0
ST0160,Marketing,Digital Marketing,Ngôn ngữ Anh,A01,KV2,05,"Đọc sách,Giáo dục,Quảng cáo",7.5,6.6,7.8,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0
ST0161,Marketing,Digital Marketing,Thiết kế đồ họa,C14,KV2,05,"Sáng tạo,Môi trường,Lãnh đạo",6.7,7.1,6.6,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0
ST0162,Nhân học,Quản trị dịch vụ du lịch và lữ hành,Quản trị kinh doanh quốc tế,A01,KV2,05,Văn hóa,7.0,1.9,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,4.7
ST0163,Tâm lý học,Xã hội học,Thống kê,"B00,A09",KV2,05,"Phân tích dữ liệu,Thống kê,Kỹ thuật",6.4,6.8,0.0,0.0,0.0,2.8,0.0,3.7,0.0,0.0,0.0
ST0164,Công nghệ sinh học,Kỹ thuật môi trường,Quản lý đất đai,D09,KV2,05,Môi trường,9.5,5.7,0.0,6.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0
ST0165,Quản lý giáo dục,Sư phạm Ngữ văn,Sư phạm Tiếng Anh,"D10,B04",KV2,05,"Tự động hóa,Dạy học,Văn học",6.1,5.7,0.0,0.0,0.0,0.0,0.0,0.0,8.6,3.4,0.0
ST0166,Logistics và Quản lý chuỗi cung ứng,Quản trị kinh doanh quốc tế,Quản trị kinh doanh,D13,KV2,05,"Dạy học,Quản lý,Luật pháp",6.3,6.7,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6
ST0167,Kỹ thuật điện - điện tử,Thiết kế đồ họa,Tài chính - Ngân hàng,"C04,D12",KV2,05,"Toán học,Động vật,Nghệ thuật",6.0,8.6,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0
ST0168,Nhân học,Luật kinh tế,Luật,"A04,B02",KV2,05,Nghiên cứu,7.4,4.9,0.0,0.0,0.0,5.1,5.8,0.0,0.0,0.0,0.0
ST0169,Ngôn ngữ Anh,Ngôn ngữ Nhật,Sư phạm Hóa học,D12,KV2,05,"Đọc sách,Tự động hóa,Xây dựng",3.7,7.8,0.0,0.0,5.4,0.0,3.8,0.0,0.0,0.0,0.0
ST0170,Quản trị kinh doanh,Ngôn ngữ Anh,Quản lý bệnh viện,B00,KV2,05,"Lãnh đạo,Du lịch",7.4,6.5,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,4.7
ST0171,Nhân học,Xã hội học,Quản trị nhân lực,C02,KV2,05,"Giúp đỡ người khác,Quản lý,Khoa học",8.4,8.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,4.0
ST0172,Quản lý bệnh viện,Công nghệ thông tin,Marketing,B03,KV1,05,"Chăm sóc sức khỏe,Tự động hóa",6.3,6.5,5.6,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0
ST0173,Kỹ thuật môi trường,Marketing,Digital Marketing,B03,KV1,01,"Truyền thông,Kỹ thuật,Toán học",8.5,7.7,0.0,0.0,4.2,0.0,0.0,5.4,0.0,0.0,0.0
ST0174,Sư phạm Ngữ văn,Thiết kế đồ họa,Thiết kế thời trang,"B02,A08",KV2,05,Dạy học,6.5,7.2,0.0,0.0,0.0,0.0,2.7,0.0,0.0,5.6,0.0
ST0175,Quản trị nhân lực,Tâm lý học,Giáo dục Tiểu học,C12,KV2,05,"Thể thao,Giúp đỡ người khác",2.5,6.7,6.2,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0
ST0176,Marketing,Quản lý giáo dục,Nhân học,C-TIN,KV2,05,"Giao tiếp,Quảng cáo,Xây dựng",7.0,7.1,0.0,0.0,0.0,4.0,0.0,0.0,3.7,0.0,0.0
ST0177,Trí tuệ nhân tạo,Khoa học máy tính,Kỹ thuật phần mềm,"D01,D15",KV3,04,"Lập trình,Hóa học,Nghệ thuật",6.7,5.5,0.0,7.9,0.0,0.0,0.0,0.0,0.0,5.4,0.0
ST0178,Sư phạm Hóa học,Dược học,Y khoa,A09,KV2,05,"Chăm sóc sức khỏe,Hóa học",7.7,5.2,0.0,0.0,4.8,6.5,0.0,0.0,0.0,0.0,0.0
ST0179,Thiết kế đồ họa,Tài chính - Ngân hàng,Ngôn ngữ Anh,"B03,F-TIN",KV3,03,"Du lịch,Tài chính",5.7,7.7,0.0,0.0,0.0,5.6,0.0,0.0,0.0,5.4,0.0
ST0180,Sư phạm Ngữ văn,Công nghệ thông tin,Nhân học,B03,KV2,05,"Trò chơi điện tử,Sáng tạo",7.2,6.1,0.0,0.0,0.0,7.6,0.0,4.7,0.0,0.0,0.0
ST0181,Marketing,Digital Marketing,Luật,"A11,A04",KV2,05,"Xây dựng,Quảng cáo,Chính trị",4.3,5.6,0.0,0.0,0.0,3.6,0.0,0.0,0.0,3.3,0.0
ST0182,Luật kinh tế,Luật,Công nghệ thông tin,C08,KV2,05,"Thiên nhiên,Phân tích dữ liệu,Luật pháp",7.0,4.6,0.0,3.5,0.0,0.0,0.0,0.0,2.3,0.0,0.0
ST0183,Sư phạm Ngữ văn,Logistics và Quản lý chuỗi cung ứng,Kỹ thuật xây dựng,"A00,A10",KV2,05,"Du lịch,Công nghệ,Sáng tạo",8.7,4.9,0.0,0.0,0.0,3.9,8.4,0.0,0.0,0.0,0.0
ST0184,Quản lý giáo dục,Tâm lý học,Thiết kế đồ họa,D07,KV2,05,"Nghiên cứu,Nghệ thuật",8.2,5.8,0.0,0.0,0.0,0.0,0.0,4.4,5.7,0.0,0.0
ST0185,Công nghệ thực phẩm,Công nghệ sau thu hoạch,Sư phạm Hóa học,"C04,D08",KV2,05,Ẩm thực,6.8,6.7,0.0,0.0,4.2,0.0,0.0,2.7,0.0,0.0,0.0
ST0186,Sư phạm Ngữ văn,Nhân học,Xã hội học,"C08,B02",KV2,05,Khoa học,7.3,5.8,0.0,0.0,0.0,7.8,5.3,0.0,0.0,0.0,0.0
ST0187,Báo chí,Marketing,Digital Marketing,B00,KV2,05,"Truyền thông,Đọc sách",6.8,8.0,0.0,0.0,3.3,0.0,4.4,0.0,0.0,0.0,0.0
ST0188,Kiến trúc,Thiết kế thời trang,Khoa học dữ liệu và Trí tuệ nhân tạo,B03,KV2,05,"Toán học,Sáng tạo,Thể thao",8.3,3.8,5.6,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST0189,Công nghệ thông tin,Quản trị khách sạn,Quản trị dịch vụ du lịch và lữ hành,"C14,A10",KV2,05,"Trò chơi điện tử,Dịch vụ khách hàng,Cơ khí",7.8,8.4,5.2,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
ST0190,Marketing,Thiết kế đồ họa,Quan hệ công chúng,"A03,B04",KV2,05,"Giao tiếp,Quảng cáo,Thống kê",7.1,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,3.8
ST0191,Tự động hóa,Trí tuệ nhân tạo,Khoa học máy tính,"D10,C00",KV2,05,Điện tử,5.3,5.9,0.0,6.1,0.0,0.0,0.0,0.0,0.0,3.9,0.0
ST0192,Nhân học,Kiểm toán,Quản lý tài nguyên và môi trường,"B-TIN,A01",KV2,05,"Môi trường,Tài chính,Nghiên cứu",8.1,8.6,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,5.5
ST0193,Logistics và Quản lý chuỗi cung ứng,Công nghệ thông tin,Digital Marketing,A05,KV2,05,Công nghệ,8.7,2.8,6.4,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0
ST0194,An toàn thông tin,Mạng máy tính & truyền thông dữ liệu,Kỹ thuật xây dựng,"C04,C-TIN",KV2,05,"Y học,Bảo mật thông tin,Máy tính",7.3,5.4,0.0,6.2,0.0,0.0,7.4,0.0,0.0,0.0,0.0
ST0195,Kỹ thuật xây dựng,Kiến trúc,Kỹ thuật điện - điện tử,"D08,A-TIN",KV1,03,"Kỹ thuật,Xây dựng",7.1,7.7,0.0,5.8,3.3,0.0,0.0,0.0,0.0,0.0,0.0
ST0196,Tâm lý học,Sư phạm Tiếng Anh,Sư phạm Toán,A09,KV2,05,"Dạy học,Ẩm thực,Khoa học",6.5,6.9,7.2,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0
ST0197,Xã hội học,Luật kinh tế,Luật,"D84,A11",KV2,05,"Môi trường,Nghệ thuật,Phân tích dữ liệu",4.6,7.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,3.7
ST0198,Nhân học,Xã hội học,Luật,D66,KV3,02,"Giao tiếp,Nghệ thuật",6.4,5.5,0.0,0.0,0.0,4.7,2.9,0.0,0.0,0.0,0.0
ST0199,Quản lý giáo dục,Quản trị nhân lực,Tâm lý học,"C20,G-TIN",KV2,05,Giúp đỡ người khác,7.6,7.2,0.0,0.0,4.1,0.0,0.0,0.0,5.9,0.0,0.0
ST0200,Tâm lý học,Sư phạm Ngữ văn,Thú y,C02,KV1,02,"Động vật,Y học",7.8,7.4,0.0,0.0,0.0,7.8,0.0,6.9,0.0,0.0,0.0
ST0201,Tự động hóa,Ngôn ngữ Pháp,Quản trị khách sạn,A02,KV2,05,"Du lịch,Văn học,Cơ khí",7.7,4.5,0.0,6.1,0.0,0.0,0.0,0.0,3.5,0.0,0.0
ST0202,Bảo hiểm,Công nghệ thông tin,Quản trị kinh doanh,C05,KV2,05,"Ngoại ngữ,Dịch vụ khách hàng,Phân tích dữ liệu",7.2,5.4,0.0,8.6,4.6,0.0,0.0,0.0,0.0,0.0,0.0
ST0203,Công nghệ thông tin,Quản trị kinh doanh,Tài chính - Ngân hàng,"A04,D07",KV2,05,"Phân tích dữ liệu,Ẩm thực",5.9,5.1,0.0,0.0,6.3,0.0,5.6,0.0,0.0,0.0,0.0
ST0204,Tâm lý học,Quản trị nhân lực,Giáo dục Tiểu học,"C12,C01",KV2,05,"Điện tử,Giúp đỡ người khác",3.8,5.3,3.2,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0
ST0205,Luật kinh tế,Luật,Tâm lý học,"A08,A10",KV2,05,"Luật pháp,Khoa học",8.0,6.0,0.0,0.0,0.0,0.0,5.4,0.0,3.2,0.0,0.0
ST0206,Quản lý bệnh viện,Sư phạm Ngữ văn,Tâm lý học,"C17,D11",KV2,05,"Y học,Nông nghiệp",6.5,6.3,0.0,0.0,0.0,5.7,0.0,4.3,0.0,0.0,0.0
ST0207,Marketing,Quan hệ công chúng,Logistics và Quản lý chuỗi cung ứng,"C20,D12",KV2,05,"Truyền thông,Kinh doanh,Y học",7.5,4.9,0.0,0.0,4.5,0.0,6.4,0.0,0.0,0.0,0.0
ST0208,Quản trị kinh doanh quốc tế,Kinh doanh quốc tế,Quản trị khách sạn,D08,KV2,05,"Giao tiếp,Luật pháp,Ngoại ngữ",7.8,3.0,0.0,5.5,0.0,0.0,0.0,0.0,5.3,0.0,0.0
ST0209,Quản lý tài nguyên và môi trường,Quản lý đất đai,Tâm lý học,"D11,D84",KV2,05,"Quản lý,Luật pháp",6.2,6.5,0.0,0.0,0.0,0.0,5.8,6.5,0.0,0.0,0.0
ST0210,Luật,Quan hệ quốc tế,Quản lý giáo dục,D66,KV2,05,"Dịch vụ khách hàng,Công nghệ,Chính trị",6.7,2.5,0.0,0.0,0.0,5.6,0.0,0.0,7.1,0.0,0.0
ST0211,Công nghệ thông tin,Thiết kế đồ họa,Digital Marketing,"D14,C-TIN",KV2,05,"Phân tích dữ liệu,Chăm sóc sức khỏe",7.6,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.5
ST0212,Logistics và Quản lý chuỗi cung ứng,Quản trị kinh doanh quốc tế,Quản trị kinh doanh,C00,KV2,05,"Kinh doanh,Quản lý,Văn học",3.6,8.3,0.0,0.0,6.4,0.0,0.0,0.0,0.0,5.5,0.0
ST0213,Ngôn ngữ Anh,Ngôn ngữ Trung Quốc,Quản trị khách sạn,"K01,D12",KV2,05,Du lịch,6.7,5.4,0.0,0.0,0.0,3.7,0.0,0.0,5.2,0.0,0.0
ST0214,Bảo hiểm,Quản trị khách sạn,Thống kê,"A09,C00",KV2,05,"Giáo dục,Thống kê,Dịch vụ khách hàng",7.8,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.3
ST0215,Trí tuệ nhân tạo,Khoa học máy tính,An toàn thông tin,C13,KV3,02,"Văn học,Y học",7.7,6.8,0.0,8.2,0.0,0.0,0.0,0.0,0.0,6.5,0.0
ST0216,Trí tuệ nhân tạo,Khoa học máy tính,An toàn thông tin,C05,KV2,03,Tài chính,7.2,3.3,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0
ST0217,Sư phạm Hóa học,Nhân học,Xã hội học,"G-TIN,A11",KV2,05,Nghiên cứu,7.1,5.7,0.0,0.0,5.1,4.5,0.0,0.0,0.0,0.0,0.0
ST0218,Thú y,Tâm lý học,Quản lý bệnh viện,D15,KV2,05,"Môi trường,Chăm sóc sức khỏe,Tự động hóa",8.2,7.3,0.0,4.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0
ST0219,Công nghệ thông tin,Marketing,Digital Marketing,"A03,C02",KV2,01,"Lập trình,Truyền thông",2.6,5.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
ST0220,Ngôn ngữ Anh,Ngôn ngữ Trung Quốc,Quản trị khách sạn,C17,KV2,05,"Động vật,Du lịch",8.5,6.1,6.4,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0
ST0221,Quản lý bệnh viện,Quản trị kinh doanh quốc tế,Kinh doanh quốc tế,"B02,D10",KV3,05,"Quản lý,Y học,Truyền thông",8.7,2.5,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,4.8
ST0222,Thiết kế đồ họa,Quản lý tài nguyên và môi trường,Sư phạm Ngữ văn,"D84,C05",KV2,03,Môi trường,7.5,5.6,0.0,0.0,0.0,0.0,5.7,0.0,0.0,4.7,0.0
ST0223,Sư phạm Ngữ văn,Giáo dục Tiểu học,Quản lý giáo dục,A09,KV2,05,Giáo dục,9.6,6.4,0.0,0.0,0.0,6.6,6.1,0.0,0.0,0.0,0.0
ST0224,Quản lý giáo dục,Quản lý tài nguyên và môi trường,Logistics và Quản lý chuỗi cung ứng,A02,KV2,05,"Quản lý,Khoa học,Ẩm thực",5.8,6.5,0.0,0.0,0.0,0.0,6.2,0.0,3.9,0.0,0.0
ST0225,Thiết kế đồ họa,Quản trị kinh doanh,Quản lý bệnh viện,B00,KV2,05,Lãnh đạo,3.4,7.9,0.0,0.0,2.9,0.0,0.0,0.0,0.0,5.6,0.0
ST0226,Thiết kế đồ họa,Thiết kế thời trang,Logistics và Quản lý chuỗi cung ứng,B00,KV2,05,"Luật pháp,Nông nghiệp,Quản lý",7.4,6.4,0.0,0.0,5.4,0.0,0.0,0.0,0.0,6.5,0.0
ST0227,Thiết kế thời trang,Thiết kế đồ họa,Công nghệ vật liệu,"B02,D01",KV2,02,"Thể thao,Thiết kế",5.9,5.3,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,3.9
ST0228,Quản lý giáo dục,Quản trị khách sạn,Thiết kế đồ họa,"A01,D15",KV2,05,"Giao tiếp,Dịch vụ khách hàng,Động vật",8.4,6.7,0.0,0.0,0.0,0.0,0.0,0.0,5.5,6.7,0.0
ST0229,Thiết kế đồ họa,Thiết kế thời trang,Nghệ thuật,G-TIN,KV2,01,Nghệ thuật,6.2,6.3,0.0,3.1,0.0,0.0,0.0,0.0,0.0,6.7,0.0
ST0230,Thống kê,Toán Kinh tế,Tài chính - Ngân hàng,"A08,D66",KV2,05,"Toán học,Thống kê,Đọc sách",9.0,7.5,0.0,4.6,6.3,0.0,0.0,0.0,0.0,0.0,0.0
ST0231,Xã hội học,Thống kê,Kinh tế học,"A01,A07",KV2,05,"Điện tử,Thống kê",7.8,7.6,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,3.6
ST0232,Thiết kế đồ họa,Công nghệ thông tin,Sư phạm Ngữ văn,"A08,B02",KV2,05,"Công nghệ,Nông nghiệp,Thiết kế",8.6,7.7,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,3.4
ST0233,Công nghệ thông tin,Quản lý giáo dục,Thiết kế đồ họa,"B03,D84",KV2,05,"Máy tính,Xây dựng,Văn học",7.9,5.7,0.0,4.7,0.0,0.0,0.0,0.0,7.0,0.0,0.0
ST0234,Luật kinh tế,Luật,Luật quốc tế,C08,KV2,05,"Kỹ thuật,Luật pháp",7.6,8.0,4.1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST0235,Sư phạm Ngữ văn,Robot và Trí tuệ nhân tạo,Tự động hóa,D66,KV2,05,Dạy học,7.9,3.2,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,7.5
ST0236,Marketing,Digital Marketing,Thiết kế đồ họa,D08,KV2,05,Sáng tạo,6.4,7.2,5.8,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0
ST0237,Tâm lý học,Marketing,Digital Marketing,D14,KV2,05,Truyền thông,4.0,2.4,0.0,0.0,0.0,0.0,0.0,6.5,1.7,0.0,0.0
ST0238,Quản lý giáo dục,Luật kinh tế,Luật,D66,KV2,05,"Thiên nhiên,Bảo mật thông tin,Nghiên cứu",8.6,7.8,6.5,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0
ST0239,Tự động hóa,Công nghệ kỹ thuật ô tô,Quản lý giáo dục,D09,KV2,05,Cơ khí,8.5,7.6,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,7.1
ST0240,Thiết kế đồ họa,Thống kê,Khoa học dữ liệu và Trí tuệ nhân tạo,B00,KV2,05,Thống kê,8.2,6.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,4.5,0.0
ST0241,Công nghệ thông tin,Digital Marketing,Logistics và Quản lý chuỗi cung ứng,"A04,D07",KV2,05,"Cơ khí,Hóa học,Công nghệ",7.7,7.5,6.2,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0
ST0242,Sư phạm Ngữ văn,Marketing,Digital Marketing,"A07,A05",KV2,05,"Sáng tạo,Ngoại ngữ,Điện tử",8.7,6.1,0.0,0.0,0.0,0.0,0.0,3.4,5.7,0.0,0.0
ST0243,Quản lý tài nguyên và môi trường,Sư phạm Ngữ văn,Sư phạm Hóa học,D13,KV2,05,"Văn học,Khoa học",7.8,7.0,0.0,0.0,7.0,0.0,7.3,0.0,0.0,0.0,0.0
ST0244,Quản lý tài nguyên và môi trường,Quản lý đất đai,Nuôi trồng thủy sản,C14,KV2,05,Điện tử,9.1,3.6,0.0,0.0,0.0,0.0,5.2,7.0,0.0,0.0,0.0
ST0245,Luật,Quản lý giáo dục,Sư phạm Ngữ văn,D07,KV2,05,Điện tử,5.3,6.6,0.0,0.0,0.0,6.1,0.0,0.0,5.7,0.0,0.0
ST0246,Xã hội học,Quản lý giáo dục,Sư phạm Ngữ văn,B02,KV2,05,"Giúp đỡ người khác,Thống kê,Giáo dục",4.3,5.8,0.0,0.0,0.0,4.7,0.0,0.0,6.2,0.0,0.0
ST0247,Tâm lý học,Công nghệ thông tin,Marketing,D13,KV2,05,"Giao tiếp,Trò chơi điện tử",6.6,6.7,0.0,0.0,0.0,0.0,0.0,4.7,0.0,5.0,0.0
ST0248,Tự động hóa,Kỹ thuật điện - điện tử,Công nghệ kỹ thuật ô tô,D01,KV2,05,"Cơ khí,Điện tử,Kỹ thuật",7.5,6.6,0.0,0.0,4.2,0.0,0.0,0.0,2.3,0.0,0.0
ST0249,Quản lý tài nguyên và môi trường,Sư phạm Hóa học,Quản trị kinh doanh,C01,KV1,02,"Khoa học,Lãnh đạo,Xây dựng",7.9,5.6,0.0,0.0,3.7,0.0,5.3,0.0,0.0,0.0,0.0
ST0250,Marketing,Logistics và Quản lý chuỗi cung ứng,Quản trị kinh doanh quốc tế,"C05,A10",KV2,05,"Giao tiếp,Kinh doanh,Xây dựng",7.0,6.8,0.0,6.8,0.0,0.0,0.0,0.0,2.7,0.0,0.0
