StudentID,Toan,NguVan,VatLy,HoaHoc,SinhHoc,LichSu,DiaLy,GDCD,NgoaiNgu,Interests,Tohopthi,Major_1,Score_1,Subject_Group_1,Major_2,Score_2,Subject_Group_2,Major_3,Score_3,Subject_Group_3
S02461,3.2,5.75,,,,6.0,5.25,6.5,2.6,"Trò chơi điện tử,Kinh doanh,Công nghệ",XH,quản trị kinh doanh quốc tế,0.463,C20,tài chính - ngân hàng,0.439,A08,quản lý tài nguyên và môi trường,0.273,C20
S02462,6.0,8.5,,,,5.25,7.0,8.75,6.0,"Lãnh đạo,Giao tiếp,Văn học",XH,quản lý bệnh viện,0.613,D01,quản trị kinh doanh,0.603,D01,tâm lý học,0.563,C20
S02463,7.6,8.75,,,,8.0,8.0,8.75,7.6,"Giáo dục,Truyền thông,Giao tiếp",XH,marketing,0.665,C04,quan hệ công chúng,0.655,D14,ngôn ngữ hàn quốc,0.645,D66
S02464,7.2,8.0,,,,7.25,8.0,9.25,4.6,"Thể thao,Văn học,Đọc sách",XH,ngôn ngữ anh,0.495,D15,thiết kế thời trang,0.475,D14,quản lý tài nguyên và môi trường,0.377,C20
S02465,5.6,8.5,,,,5.5,7.25,9.0,4.4,"Sáng tạo,Lãnh đạo,Đọc sách",XH,kỹ thuật phần mềm,0.558,C14,digital marketing,0.535,C04,marketing,0.525,C04
S02466,8.2,8.0,3.0,8.0,7.75,,,,9.4,"Phân tích dữ liệu,Văn học,Giao tiếp",TN,logistics và quản lý chuỗi cung ứng,0.691,D01,tâm lý học,0.681,D01,quản trị kinh doanh,0.671,D01
S02467,5.2,7.25,,,,5.75,6.5,8.0,3.8,"Giáo dục,Y học,Hóa học",XH,công nghệ sinh học,0.493,C04,hóa học,0.473,C04,thú y,0.457,D01
S02468,4.8,6.75,,,,7.75,7.25,8.0,3.4,"Giúp đỡ người khác,Trò chơi điện tử,Lãnh đạo",XH,công nghệ thông tin,0.511,C14,tâm lý học,0.479,D14,quản lý tài nguyên và môi trường,0.333,C20
S02469,5.4,7.75,,,,6.75,6.0,6.25,5.2,"Tài chính,Văn hóa,Giúp đỡ người khác",XH,quản trị dịch vụ du lịch và lữ hành,0.503,D14,tâm lý học,0.503,D14,quản trị kinh doanh quốc tế,0.497,C20
S02470,6.0,7.0,,,,7.25,8.0,8.5,6.8,"Trò chơi điện tử,Nghệ thuật,Nghiên cứu",XH,quản lý tài nguyên và môi trường,0.553,C20,an toàn thông tin,0.537,C14,công nghệ thông tin,0.537,C14
S02471,5.2,7.0,,,,6.75,6.75,8.25,3.8,"Ngoại ngữ,Thiên nhiên,Chăm sóc sức khỏe",XH,quản lý tài nguyên và môi trường,0.533,C20,quản trị kinh doanh quốc tế,0.523,C20,quản trị dịch vụ du lịch và lữ hành,0.494,D66
S02472,8.8,8.5,8.75,9.25,8.25,,,,9.0,"Tự động hóa,Thống kê,Sáng tạo",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.617,A00,tự động hóa,0.611,D07,kỹ thuật phần mềm,0.611,D07
S02473,5.8,5.25,,,,5.5,5.75,6.75,1.4,"Quảng cáo,Đọc sách,Dạy học",XH,quản lý tài nguyên và môi trường,0.277,C20,tài chính - ngân hàng,0.271,A08,quản trị kinh doanh quốc tế,0.267,C20
S02474,5.4,5.75,,,,8.75,7.5,8.25,4.0,"Ngoại ngữ,Giúp đỡ người khác,Lãnh đạo",XH,quản trị kinh doanh quốc tế,0.517,C20,quản trị dịch vụ du lịch và lữ hành,0.489,C04,quản trị khách sạn,0.487,D14
S02475,4.8,7.0,,,,6.25,5.5,8.0,3.4,"Kinh doanh,Giúp đỡ người khác,Trò chơi điện tử",XH,quản trị nhân lực,0.533,D01,công nghệ thông tin,0.514,C14,quản trị kinh doanh quốc tế,0.503,C20
S02476,8.0,8.75,,,,7.75,8.5,9.75,4.8,"Thiết kế,Giúp đỡ người khác,Phân tích dữ liệu",XH,tâm lý học,0.7,C20,quản trị nhân lực,0.657,C03,an toàn thông tin,0.603,C14
S02477,4.4,6.75,,,,8.0,7.25,8.75,3.2,"Giao tiếp,Luật pháp,Kỹ thuật",XH,quản trị kinh doanh quốc tế,0.533,C20,luật kinh tế,0.523,C20,quản trị khách sạn,0.479,D14
S02478,6.2,7.5,5.0,5.25,4.0,,,,4.8,"Thiên nhiên,Công nghệ,Giáo dục",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.507,D01,tự động hóa,0.497,D01,kỹ thuật phần mềm,0.497,D01
S02479,3.6,7.75,,,,5.25,5.75,7.25,3.0,"Kinh doanh,Luật pháp,Dạy học",XH,quản trị kinh doanh quốc tế,0.507,C20,tài chính - ngân hàng,0.458,C04,quan hệ công chúng,0.443,D14
S02480,8.0,8.0,,,,6.25,7.5,7.75,6.0,"Dịch vụ khách hàng,Đọc sách,Toán học",XH,khoa học máy tính,0.567,C14,quản trị dịch vụ du lịch và lữ hành,0.553,C04,khoa học dữ liệu và trí tuệ nhân tạo,0.553,D01
S02481,6.6,6.75,7.5,6.5,6.75,,,,4.2,"Bảo mật thông tin,Cơ khí,Ngoại ngữ",TN,an toàn thông tin,0.525,A00,tự động hóa,0.525,A00,quản trị khách sạn,0.515,A00
S02482,4.2,6.5,,,,5.0,5.75,8.0,4.2,"Đọc sách,Chính trị,Luật pháp",XH,quan hệ quốc tế,0.439,D15,ngôn ngữ anh,0.439,D15,quản lý tài nguyên và môi trường,0.31,C20
S02483,4.4,7.5,,,,7.25,7.25,8.75,8.0,"Ngoại ngữ,Quảng cáo,Thiết kế",XH,quản trị dịch vụ du lịch và lữ hành,0.563,D66,quản trị khách sạn,0.543,D14,quản trị kinh doanh quốc tế,0.543,C20
S02484,8.4,6.75,8.0,7.5,6.0,,,,2.4,"Môi trường,Toán học,Chăm sóc sức khỏe",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.579,A00,trí tuệ nhân tạo,0.569,A00,khoa học dữ liệu,0.569,A00
S02485,2.8,6.5,,,,6.25,5.0,6.5,4.4,"Giáo dục,Thể thao,Sáng tạo",XH,thiết kế thời trang,0.539,D14,quan hệ công chúng,0.459,D14,thiết kế đồ họa,0.449,D14
S02486,8.2,6.0,7.75,3.75,6.25,,,,8.8,"Y học,Toán học,Du lịch",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.59,A01,trí tuệ nhân tạo,0.58,A01,khoa học dữ liệu,0.58,A01
S02487,6.8,8.25,7.25,6.75,6.75,,,,6.2,"Máy tính,Điện tử,Sáng tạo",TN,kỹ thuật phần mềm,0.633,D01,thiết kế đồ họa,0.603,D01,an toàn thông tin,0.533,D01
S02488,4.4,5.5,,,,7.0,7.5,6.75,2.2,"Tài chính,Thể thao,Tự động hóa",XH,tài chính - ngân hàng,0.472,A08,kế toán,0.469,A09,công nghệ kỹ thuật ô tô,0.462,C04
S02489,6.0,5.0,,,,7.5,8.0,9.0,5.0,"Quản lý,Giao tiếp,Cơ khí",XH,quản trị kinh doanh quốc tế,0.623,C20,quản trị khách sạn,0.587,D09,quản lý bệnh viện,0.553,D01
S02490,7.6,8.25,,,,5.75,7.5,8.25,3.8,"Văn học,Lãnh đạo,Ngoại ngữ",XH,quản trị dịch vụ du lịch và lữ hành,0.551,C04,quản trị kinh doanh quốc tế,0.55,C20,quản trị khách sạn,0.502,D01
S02491,5.6,7.5,,,,8.25,8.25,8.5,7.0,"Giáo dục,Nghệ thuật,Môi trường",XH,quản lý tài nguyên và môi trường,0.563,C20,công nghệ sinh học,0.525,C04,thiết kế đồ họa,0.523,D14
S02492,6.6,7.0,,,,7.25,8.25,9.25,5.0,"Thể thao,Dạy học,Cơ khí",XH,công nghệ kỹ thuật ô tô,0.521,C04,tự động hóa,0.498,D01,thiết kế thời trang,0.467,D14
S02493,9.2,8.25,8.0,3.5,7.0,,,,8.4,"Y học,Truyền thông,Giao tiếp",TN,marketing,0.685,D01,quản lý bệnh viện,0.685,D01,quan hệ công chúng,0.675,D01
S02494,6.2,6.0,,,,4.75,6.5,7.75,3.2,"Giao tiếp,Dạy học,Văn hóa",XH,quản trị kinh doanh quốc tế,0.6,C20,ngôn ngữ hàn quốc,0.536,D66,ngôn ngữ anh,0.532,D10
S02495,7.4,9.0,,,,8.25,9.75,9.5,8.2,"Giao tiếp,Giáo dục,Sáng tạo",XH,marketing,0.689,C04,sư phạm tiếng anh,0.679,D15,quan hệ công chúng,0.669,D14
S02496,5.8,7.5,5.5,6.0,6.25,,,,4.0,"Hóa học,Máy tính,Điện tử",TN,công nghệ thực phẩm,0.503,C08,công nghệ sinh học,0.501,B03,tự động hóa,0.491,B00
S02497,5.6,7.0,,,,7.25,7.25,8.0,5.2,"Lãnh đạo,Đọc sách,Ẩm thực",XH,ngôn ngữ anh,0.479,D14,quản lý bệnh viện,0.477,D01,công nghệ thực phẩm,0.477,D01
S02498,7.4,8.25,5.5,6.25,5.75,,,,4.0,"Sáng tạo,Điện tử,Cơ khí",TN,tự động hóa,0.612,D01,kỹ thuật phần mềm,0.512,D01,digital marketing,0.512,D01
S02499,4.2,8.5,,,,5.0,7.5,7.5,4.2,"Thể thao,Ẩm thực,Truyền thông",XH,digital marketing,0.519,C04,marketing,0.509,C04,ngôn ngữ hàn quốc,0.479,D66
S02500,9.0,7.0,6.25,8.25,6.5,,,,9.0,"Điện tử,Phân tích dữ liệu,Giao tiếp",TN,logistics và quản lý chuỗi cung ứng,0.7,D07,quản trị kinh doanh,0.68,D07,quản trị nhân lực,0.68,D07
S02501,8.2,9.25,7.0,5.75,6.5,,,,5.8,"Toán học,Sáng tạo,Xây dựng",TN,kiến trúc,0.74,D01,kỹ thuật xây dựng,0.65,D01,thiết kế nội thất,0.63,D01
S02502,7.6,8.25,,,,7.0,7.25,7.75,8.0,"Du lịch,Tài chính,Văn học",XH,ngôn ngữ pháp,0.628,D01,quản trị dịch vụ du lịch và lữ hành,0.56,D66,quản trị khách sạn,0.558,D01
S02503,4.2,3.5,,,,4.25,4.75,5.25,2.6,"Dịch vụ khách hàng,Dạy học,Quản lý",XH,,0.0,,,0.0,,,0.0,
S02504,7.4,8.5,,,,6.5,6.5,9.0,8.2,"Thiết kế,Thể thao,Ngoại ngữ",XH,thiết kế thời trang,0.631,D01,quản trị dịch vụ du lịch và lữ hành,0.583,D66,kỹ thuật xây dựng,0.568,D84
S02505,8.6,9.25,7.75,8.25,5.75,,,,6.4,"Tự động hóa,Truyền thông,Kỹ thuật",TN,công nghệ kỹ thuật ô tô,0.658,A00,tự động hóa,0.578,A00,trí tuệ nhân tạo,0.578,A00
S02506,8.2,8.75,,,,8.25,9.0,9.0,8.2,"Truyền thông,Đọc sách,Giao tiếp",XH,marketing,0.686,C04,quan hệ công chúng,0.666,D14,ngôn ngữ anh,0.666,D15
S02507,8.4,8.75,,,,8.25,9.75,9.5,7.4,"Luật pháp,Văn học,Đọc sách",XH,luật kinh tế,0.593,C20,ngôn ngữ anh,0.565,D15,luật,0.557,D84
S02508,6.0,8.25,,,,6.75,8.0,7.75,4.6,"Chính trị,Sáng tạo,Giáo dục",XH,digital marketing,0.547,C04,kỹ thuật phần mềm,0.543,C14,marketing,0.537,C04
S02509,5.6,6.0,,,,6.5,8.25,8.0,4.0,"Tài chính,Văn hóa,Ngoại ngữ",XH,quản trị kinh doanh quốc tế,0.627,C20,quản trị dịch vụ du lịch và lữ hành,0.605,C04,quan hệ quốc tế,0.563,D15
S02510,8.8,8.0,6.0,7.5,8.5,,,,7.4,"Văn học,Y học,Phân tích dữ liệu",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.583,D01,công nghệ thông tin,0.581,B00,digital marketing,0.581,B00
S02511,8.0,9.25,,,,9.5,9.5,9.5,6.2,"Sáng tạo,Lãnh đạo,Toán học",XH,kiến trúc,0.643,D01,kỹ thuật phần mềm,0.607,C14,khoa học máy tính,0.607,C14
S02512,4.8,5.75,,,,6.25,7.5,8.0,7.4,"Luật pháp,Thiết kế,Cơ khí",XH,công nghệ kỹ thuật ô tô,0.571,C04,kỹ thuật xây dựng,0.509,D84,luật kinh tế,0.503,C20
S02513,4.6,4.75,,,,5.0,5.0,7.75,4.6,"Lãnh đạo,Luật pháp,Dạy học",XH,quản lý tài nguyên và môi trường,0.273,C20,quản trị dịch vụ du lịch và lữ hành,0.268,D66,kỹ thuật xây dựng,0.266,D84
S02514,4.8,7.5,,,,4.25,6.0,8.25,2.8,"Ngoại ngữ,Nghệ thuật,Dịch vụ khách hàng",XH,quản trị dịch vụ du lịch và lữ hành,0.587,D66,quản trị khách sạn,0.557,D15,quản trị kinh doanh quốc tế,0.52,C20
S02515,8.0,6.0,4.0,6.75,5.25,,,,6.2,"Kỹ thuật,Hóa học,Chăm sóc sức khỏe",TN,thú y,0.519,D07,điều dưỡng,0.519,D07,kỹ thuật môi trường,0.519,D07
S02516,6.4,8.25,,,,6.75,8.25,8.75,5.0,"Truyền thông,Giúp đỡ người khác,Trò chơi điện tử",XH,tâm lý học,0.577,C20,công nghệ thông tin,0.562,C14,digital marketing,0.555,C04
S02517,3.2,4.75,,,,4.25,2.25,5.25,2.6,"Thể thao,Dịch vụ khách hàng,Kỹ thuật",XH,,0.0,,,0.0,,,0.0,
S02518,6.4,8.5,,,,6.0,7.25,8.75,4.0,"Luật pháp,Văn hóa,Sáng tạo",XH,kỹ thuật phần mềm,0.565,C14,thiết kế thời trang,0.562,D01,nghệ thuật,0.562,D01
S02519,6.4,9.0,,,,6.0,6.25,9.25,3.4,"Quảng cáo,Sáng tạo,Chính trị",XH,digital marketing,0.639,C04,marketing,0.629,C04,quan hệ công chúng,0.581,D01
S02520,2.2,8.75,,,,3.0,4.25,7.0,3.0,"Tài chính,Văn học,Văn hóa",XH,quản trị kinh doanh quốc tế,0.497,C20,quản trị dịch vụ du lịch và lữ hành,0.49,D66,ngôn ngữ hàn quốc,0.46,D66
S02521,7.0,8.25,,,,6.0,7.5,7.25,6.2,"Văn học,Văn hóa,Dạy học",XH,quản trị dịch vụ du lịch và lữ hành,0.543,C04,quản trị kinh doanh quốc tế,0.537,C20,quan hệ quốc tế,0.513,D15
S02522,7.2,9.0,5.25,8.0,7.25,,,,8.0,"Xây dựng,Du lịch,Bảo mật thông tin",TN,an toàn thông tin,0.573,D01,quản trị khách sạn,0.563,D01,quản trị dịch vụ du lịch và lữ hành,0.563,D01
S02523,9.0,7.5,9.5,8.25,5.75,,,,7.6,"Lập trình,Bảo mật thông tin,Phân tích dữ liệu",TN,an toàn thông tin,0.707,A00,kỹ thuật phần mềm,0.707,A00,trí tuệ nhân tạo,0.707,A00
S02524,7.0,5.5,5.25,7.75,5.0,,,,3.4,"Chăm sóc sức khỏe,Y học,Ẩm thực",TN,thú y,0.607,A00,điều dưỡng,0.607,A00,y khoa,0.607,A00
S02525,9.4,9.0,7.75,9.0,8.5,,,,7.6,"Công nghệ,Xây dựng,Văn học",TN,kỹ thuật xây dựng,0.689,A00,khoa học dữ liệu và trí tuệ nhân tạo,0.609,A00,tự động hóa,0.609,B00
S02526,6.8,6.5,,,,6.5,6.0,7.25,4.0,"Giáo dục,Nghệ thuật,Tài chính",XH,tài chính - ngân hàng,0.504,A08,kế toán,0.487,A09,kiến trúc,0.461,D01
S02527,6.0,6.5,,,,6.75,7.5,9.0,4.2,"Ngoại ngữ,Thể thao,Máy tính",XH,an toàn thông tin,0.537,C14,kỹ thuật phần mềm,0.537,C14,quản trị kinh doanh quốc tế,0.537,C20
S02528,7.8,9.25,,,,6.75,9.25,7.25,6.2,"Sáng tạo,Luật pháp,Kinh doanh",XH,marketing,0.691,C04,luật kinh tế,0.663,C20,quan hệ công chúng,0.64,D01
S02529,6.8,9.0,,,,7.5,8.0,9.25,6.4,"Tài chính,Sáng tạo,Giúp đỡ người khác",XH,tâm lý học,0.59,C20,kỹ thuật phần mềm,0.584,C14,digital marketing,0.567,C04
S02530,4.4,8.75,,,,7.75,7.25,8.75,3.2,"Thiết kế,Văn học,Giúp đỡ người khác",XH,tâm lý học,0.57,C20,công nghệ kỹ thuật ô tô,0.502,C04,quản trị nhân lực,0.493,D14
S02531,6.0,7.75,3.5,8.0,7.0,,,,7.6,"Điện tử,Nghiên cứu,Kỹ thuật",TN,kỹ thuật môi trường,0.628,D07,kỹ thuật điện - điện tử,0.628,D07,công nghệ vật liệu,0.615,D01
S02532,8.2,8.5,7.75,5.5,7.25,,,,7.4,"Phân tích dữ liệu,Chăm sóc sức khỏe,Sáng tạo",TN,kỹ thuật phần mềm,0.671,D01,digital marketing,0.671,D01,răng - hàm - mặt,0.651,A01
S02533,8.8,7.75,8.25,7.0,6.0,,,,8.0,"Kỹ thuật,Du lịch,Máy tính",TN,an toàn thông tin,0.584,A01,kỹ thuật phần mềm,0.584,A01,công nghệ thông tin,0.584,A01
S02534,6.4,7.0,5.75,5.25,6.5,,,,5.8,"Điện tử,Bảo mật thông tin,Đọc sách",TN,tự động hóa,0.506,D01,kỹ thuật điện - điện tử,0.496,D01,ngôn ngữ anh,0.476,D01
S02535,5.2,7.0,,,,7.75,8.0,8.75,4.4,"Luật pháp,Quảng cáo,Đọc sách",XH,luật kinh tế,0.537,C20,digital marketing,0.519,C04,marketing,0.509,C04
S02536,8.8,7.5,9.0,7.0,7.75,,,,9.2,"Xây dựng,Phân tích dữ liệu,Động vật",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.62,A01,an toàn thông tin,0.61,A01,kỹ thuật phần mềm,0.61,A01
S02537,6.4,8.5,3.75,6.5,5.25,,,,4.6,"Sáng tạo,Tự động hóa,Thống kê",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.52,D01,tự động hóa,0.51,D01,kỹ thuật phần mềm,0.51,D01
S02538,8.8,8.0,6.0,9.5,8.25,,,,7.0,"Sáng tạo,Động vật,Bảo mật thông tin",TN,digital marketing,0.604,B00,răng - hàm - mặt,0.594,B00,thú y,0.594,B00
S02539,8.4,7.0,6.75,7.25,6.0,,,,7.2,"Máy tính,Khoa học,Phân tích dữ liệu",TN,kỹ thuật phần mềm,0.655,D07,công nghệ thông tin,0.655,D07,an toàn thông tin,0.651,D01
S02540,8.4,9.5,,,,8.75,8.25,8.5,8.2,"Thiết kế,Quản lý,Sáng tạo",XH,kiến trúc,0.678,D01,thiết kế đồ họa,0.673,D14,thiết kế nội thất,0.673,D14
S02541,7.0,7.25,,,,7.5,9.5,8.75,3.4,"Thiết kế,Tài chính,Văn hóa",XH,quản trị kinh doanh quốc tế,0.57,C20,kế toán,0.557,A09,quản trị dịch vụ du lịch và lữ hành,0.557,C04
S02542,6.4,5.5,,,,7.0,7.75,8.5,,"Dạy học,Thiết kế,Giao tiếp",GDTXXH,quản trị kinh doanh quốc tế,0.52,C20,công nghệ kỹ thuật ô tô,0.492,C04,quản lý tài nguyên và môi trường,0.33,C20
S02543,5.2,7.75,,,,7.0,8.5,8.25,6.0,"Dịch vụ khách hàng,Giáo dục,Xây dựng",XH,quản trị khách sạn,0.537,D15,quản trị dịch vụ du lịch và lữ hành,0.537,D15,kỹ thuật xây dựng,0.499,D84
S02544,8.6,6.75,9.25,10.0,7.5,,,,7.2,"Cơ khí,Toán học,Thống kê",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.731,A00,khoa học dữ liệu,0.721,A00,thống kê,0.691,A00
S02545,7.4,8.75,,,,7.25,6.5,8.75,6.8,"Sáng tạo,Quảng cáo,Chính trị",XH,digital marketing,0.656,D01,marketing,0.646,D01,quan hệ công chúng,0.636,D01
S02546,8.0,8.0,8.0,5.75,6.0,,,,8.8,"Bảo mật thông tin,Toán học,Cơ khí",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.591,A01,an toàn thông tin,0.581,A01,tự động hóa,0.581,A01
S02547,8.8,8.25,8.5,5.5,6.25,,,,7.8,"Thiên nhiên,Sáng tạo,Cơ khí",TN,tự động hóa,0.585,A01,kỹ thuật phần mềm,0.585,A01,digital marketing,0.585,A01
S02548,7.4,7.75,,,,5.75,8.0,8.75,6.6,"Dịch vụ khách hàng,Quảng cáo,Cơ khí",XH,digital marketing,0.559,C04,marketing,0.549,C04,quản trị dịch vụ du lịch và lữ hành,0.549,C04
S02549,5.0,5.0,,,,5.5,6.75,6.5,2.8,"Giúp đỡ người khác,Bảo mật thông tin,Truyền thông",XH,quản lý tài nguyên và môi trường,0.283,C20,quản trị kinh doanh quốc tế,0.273,C20,công nghệ sinh học,0.263,C04
S02550,7.4,6.0,6.25,5.5,7.25,,,,6.6,"Điện tử,Xây dựng,Phân tích dữ liệu",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.53,A01,tự động hóa,0.52,A01,kỹ thuật phần mềm,0.52,A01
S02551,6.0,6.75,,,,5.75,7.25,8.25,2.2,"Giáo dục,Luật pháp,Văn hóa",XH,quản trị kinh doanh quốc tế,0.527,C20,luật kinh tế,0.517,C20,quản trị dịch vụ du lịch và lữ hành,0.507,C04
S02552,7.6,8.75,8.25,8.0,7.0,,,,5.8,"Văn học,Bảo mật thông tin,Y học",TN,an toàn thông tin,0.568,A00,răng - hàm - mặt,0.558,A00,thú y,0.558,A00
S02553,6.6,9.25,,,,7.75,8.25,9.0,4.6,"Truyền thông,Chính trị,Dịch vụ khách hàng",XH,digital marketing,0.571,C04,marketing,0.561,C04,quản trị dịch vụ du lịch và lữ hành,0.561,C04
S02554,6.4,7.5,,,,4.75,7.75,7.5,4.4,"Trò chơi điện tử,Thể thao,Nghệ thuật",XH,thiết kế thời trang,0.554,D01,công nghệ thông tin,0.535,C14,kiến trúc,0.474,D01
S02555,6.4,6.5,,,,7.5,7.25,9.5,3.6,"Kinh doanh,Văn hóa,Toán học",XH,tài chính - ngân hàng,0.642,A08,quản trị kinh doanh quốc tế,0.64,C20,khoa học máy tính,0.549,C14
S02556,4.0,7.5,,,,4.75,7.25,8.75,4.4,"Thiết kế,Kinh doanh,Nghệ thuật",XH,quản trị kinh doanh quốc tế,0.543,C20,thiết kế đồ họa,0.542,D14,kiến trúc,0.542,D01
S02557,5.8,6.0,3.5,3.25,5.5,,,,3.2,"Lập trình,Động vật,Máy tính",TN,kỹ thuật phần mềm,0.55,D01,công nghệ thông tin,0.55,D01,thú y,0.44,D01
S02558,9.0,8.75,8.25,8.5,7.0,,,,9.4,"Ngoại ngữ,Môi trường,Truyền thông",TN,ngôn ngữ hàn quốc,0.672,D01,digital marketing,0.612,D01,marketing,0.602,D01
S02559,7.4,6.75,5.0,8.0,6.0,,,,7.2,"Xây dựng,Nghiên cứu,Luật pháp",TN,quản lý đất đai,0.605,B00,luật kinh tế,0.605,D01,khoa học dữ liệu,0.551,D07
S02560,5.8,7.5,,,,7.0,7.0,7.25,4.4,"Đọc sách,Dịch vụ khách hàng,Tự động hóa",XH,quản trị dịch vụ du lịch và lữ hành,0.511,C04,công nghệ kỹ thuật ô tô,0.501,C04,quản trị khách sạn,0.492,D14
S02561,8.2,8.75,,,,4.25,6.5,8.0,3.6,"Quản lý,Phân tích dữ liệu,Truyền thông",XH,digital marketing,0.663,C04,logistics và quản lý chuỗi cung ứng,0.624,D01,kế toán,0.623,A09
S02562,7.2,4.0,7.0,5.75,6.5,,,,,"Điện tử,Chăm sóc sức khỏe,Động vật",GDTXTN,thú y,0.616,A02,tự động hóa,0.516,A00,y khoa,0.516,A02
S02563,7.8,8.0,6.5,8.0,7.25,,,,7.0,"Môi trường,Truyền thông,Chăm sóc sức khỏe",TN,digital marketing,0.557,B00,răng - hàm - mặt,0.547,B00,thú y,0.547,B00
S02564,6.0,7.0,,,,5.5,5.75,8.5,4.0,"Nghệ thuật,Giao tiếp,Phân tích dữ liệu",XH,logistics và quản lý chuỗi cung ứng,0.577,D01,tâm lý học,0.567,D01,quản trị kinh doanh,0.557,D01
S02565,6.2,7.25,,,,6.5,7.75,8.5,3.4,"Giáo dục,Chính trị,Truyền thông",XH,digital marketing,0.533,C04,marketing,0.523,C04,quan hệ quốc tế,0.465,D15
S02566,4.4,8.5,,,,4.5,6.5,9.0,8.0,"Du lịch,Dịch vụ khách hàng,Văn học",XH,quản trị dịch vụ du lịch và lữ hành,0.68,D66,quản trị khách sạn,0.647,D15,ngôn ngữ hàn quốc,0.55,D66
S02567,6.4,5.5,,,,7.0,8.5,7.75,5.0,"Quảng cáo,Trò chơi điện tử,Văn hóa",XH,digital marketing,0.522,C04,quản trị kinh doanh quốc tế,0.52,C20,marketing,0.512,C04
S02568,4.2,7.5,,,,4.0,3.25,7.0,4.4,"Giáo dục,Chính trị,Luật pháp",XH,quan hệ quốc tế,0.435,D01,luật kinh tế,0.435,D01,công nghệ thông tin,0.299,C14
S02569,8.0,9.5,,,,9.0,9.0,8.75,8.2,"Ngoại ngữ,Kinh doanh,Sáng tạo",XH,marketing,0.693,C04,quản trị kinh doanh quốc tế,0.693,C20,quan hệ công chúng,0.686,D14
S02570,6.8,5.75,,,,5.75,6.5,5.25,4.0,"Du lịch,Chính trị,Xây dựng",XH,quản trị dịch vụ du lịch và lữ hành,0.494,C04,quản trị khách sạn,0.461,D01,kỹ thuật xây dựng,0.461,D01
S02571,5.4,6.25,,,,3.25,4.25,6.75,5.4,"Du lịch,Dịch vụ khách hàng,Chính trị",XH,quản trị dịch vụ du lịch và lữ hành,0.585,D66,quản trị khách sạn,0.567,D01,ngôn ngữ hàn quốc,0.455,D66
S02572,7.8,8.5,8.5,8.5,7.0,,,,7.4,"Điện tử,Bảo mật thông tin,Sáng tạo",TN,an toàn thông tin,0.581,A00,tự động hóa,0.581,A00,kỹ thuật phần mềm,0.581,A00
S02573,8.8,8.75,8.75,8.75,6.25,,,,5.8,"Môi trường,Kỹ thuật,Truyền thông",TN,kỹ thuật môi trường,0.691,A00,digital marketing,0.601,A00,marketing,0.591,A00
S02574,6.0,5.25,,,,6.0,6.25,7.5,4.6,"Giáo dục,Lãnh đạo,Thiết kế",XH,kỹ thuật xây dựng,0.481,D84,công nghệ kỹ thuật ô tô,0.463,C04,quản lý bệnh viện,0.451,D01
S02575,7.6,3.5,7.75,8.0,7.0,,,,,"Cơ khí,Máy tính,Văn hóa",GDTXTN,an toàn thông tin,0.561,A00,tự động hóa,0.561,A00,kỹ thuật phần mềm,0.561,A00
S02576,7.8,8.75,8.75,8.5,7.25,,,,7.4,"Sáng tạo,Hóa học,Bảo mật thông tin",TN,công nghệ thực phẩm,0.674,A00,an toàn thông tin,0.584,A00,kỹ thuật phần mềm,0.584,A00
S02577,6.6,7.0,6.5,6.5,7.25,,,,6.0,"Nghiên cứu,Bảo mật thông tin,Giúp đỡ người khác",TN,tâm lý học,0.618,B03,an toàn thông tin,0.611,A00,y khoa,0.611,A02
S02578,8.4,8.25,7.75,8.0,6.0,,,,5.8,"Bảo mật thông tin,Sáng tạo,Toán học",TN,kiến trúc,0.629,D01,khoa học dữ liệu và trí tuệ nhân tạo,0.582,A00,an toàn thông tin,0.572,A00
S02579,6.8,7.75,,,,2.25,7.0,7.75,5.2,"Lãnh đạo,Giúp đỡ người khác,Khoa học",XH,tâm lý học,0.603,D01,quản lý tài nguyên và môi trường,0.54,C20,công nghệ sinh học,0.527,C04
S02580,4.4,7.0,,,,4.25,7.0,7.5,3.2,"Quản lý,Văn hóa,Phân tích dữ liệu",XH,quản trị kinh doanh quốc tế,0.617,C20,quản trị dịch vụ du lịch và lữ hành,0.585,C04,kế toán,0.572,A09
S02581,7.0,7.25,7.0,6.25,6.75,,,,4.6,"Lập trình,Máy tính,Luật pháp",TN,kỹ thuật phần mềm,0.62,A00,công nghệ thông tin,0.62,A00,an toàn thông tin,0.52,A00
S02582,5.8,6.5,,,,5.0,6.5,7.75,3.4,"Quảng cáo,Tài chính,Đọc sách",XH,digital marketing,0.501,C04,kế toán,0.487,A09,tài chính - ngân hàng,0.481,C04
