Ngành,Mức điểm đầu vào,Trường đại học,Điểm chuẩn,Tổ hợp,Năm,Ghi chú,Môn nhân hệ số 2
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,21.15,D07,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,21.15,A00,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,21.15,A01,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,21.15,D01,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,21.15,D07,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,20.5,A00,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,20.5,A01,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,20.5,D01,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,20.5,D03,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,20.5,D07,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,19.0,A00,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,19.0,A01,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,19.0,D01,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,19.0,D07,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,15.0,A00,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,15.0,A01,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,15.0,D01,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,15.0,D07,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,17.0,A00,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,17.0,A01,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,17.0,D01,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,17.0,D07,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,21.25,A00,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,21.25,A01,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,21.25,D01,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,21.25,D07,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,20.0,A00,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,20.0,A01,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,20.0,D01,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,20.0,D07,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,16.0,A00,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,16.0,A01,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,16.0,D01,2024,,
kỹ thuật xây dựng,Trung bình,Đại học Giao thông Vận tải TP.HCM,16.0,D07,2024,,
logistics và quản lý chuỗi cung ứng,Trung bình,Đại học Giao thông Vận tải TP.HCM,26.45,A00,2024,,
logistics và quản lý chuỗi cung ứng,Trung bình,Đại học Giao thông Vận tải TP.HCM,26.45,A01,2024,,
logistics và quản lý chuỗi cung ứng,Trung bình,Đại học Giao thông Vận tải TP.HCM,26.45,D01,2024,,
logistics và quản lý chuỗi cung ứng,Trung bình,Đại học Giao thông Vận tải TP.HCM,26.45,D07,2024,,
logistics và quản lý chuỗi cung ứng,Trung bình,Đại học Giao thông Vận tải TP.HCM,24.0,A00,2024,,
logistics và quản lý chuỗi cung ứng,Trung bình,Đại học Giao thông Vận tải TP.HCM,24.0,A01,2024,,
logistics và quản lý chuỗi cung ứng,Trung bình,Đại học Giao thông Vận tải TP.HCM,24.0,D01,2024,,
logistics và quản lý chuỗi cung ứng,Trung bình,Đại học Giao thông Vận tải TP.HCM,24.0,D07,2024,,
logistics và quản lý chuỗi cung ứng,Trung bình,Đại học Giao thông Vận tải TP.HCM,17.0,A00,2024,,
logistics và quản lý chuỗi cung ứng,Trung bình,Đại học Giao thông Vận tải TP.HCM,17.0,A01,2024,,
logistics và quản lý chuỗi cung ứng,Trung bình,Đại học Giao thông Vận tải TP.HCM,17.0,D01,2024,,
logistics và quản lý chuỗi cung ứng,Trung bình,Đại học Giao thông Vận tải TP.HCM,17.0,D07,2024,,
logistics và quản lý chuỗi cung ứng,Trung bình,Đại học Giao thông Vận tải TP.HCM,25.86,A00,2024,,
logistics và quản lý chuỗi cung ứng,Trung bình,Đại học Giao thông Vận tải TP.HCM,25.86,A01,2024,,
logistics và quản lý chuỗi cung ứng,Trung bình,Đại học Giao thông Vận tải TP.HCM,25.86,D01,2024,,
logistics và quản lý chuỗi cung ứng,Trung bình,Đại học Giao thông Vận tải TP.HCM,25.86,C01,2024,,
logistics và quản lý chuỗi cung ứng,Trung bình,Đại học Giao thông Vận tải TP.HCM,24.54,A00,2024,,
logistics và quản lý chuỗi cung ứng,Trung bình,Đại học Giao thông Vận tải TP.HCM,24.54,A01,2024,,
logistics và quản lý chuỗi cung ứng,Trung bình,Đại học Giao thông Vận tải TP.HCM,24.54,D01,2024,,
logistics và quản lý chuỗi cung ứng,Trung bình,Đại học Giao thông Vận tải TP.HCM,24.54,D07,2024,,
logistics và quản lý chuỗi cung ứng,Trung bình,Đại học Giao thông Vận tải TP.HCM,20.0,A00,2024,,
logistics và quản lý chuỗi cung ứng,Trung bình,Đại học Giao thông Vận tải TP.HCM,20.0,A01,2024,,
logistics và quản lý chuỗi cung ứng,Trung bình,Đại học Giao thông Vận tải TP.HCM,20.0,D01,2024,,
logistics và quản lý chuỗi cung ứng,Trung bình,Đại học Giao thông Vận tải TP.HCM,20.0,D07,2024,,
nghệ thuật,Trung bình,Đại học Hoa Sen,15.0,A01,2024,,
nghệ thuật,Trung bình,Đại học Hoa Sen,15.0,D01,2024,,
nghệ thuật,Trung bình,Đại học Hoa Sen,15.0,D09,2024,,
nghệ thuật,Trung bình,Đại học Hoa Sen,15.0,D14,2024,,
quan hệ công chúng,Trung bình,Đại học Hoa Sen,17.0,A00,2024,,
quan hệ công chúng,Trung bình,Đại học Hoa Sen,17.0,A01,2024,,
quan hệ công chúng,Trung bình,Đại học Hoa Sen,17.0,D01,2024,,
quan hệ công chúng,Trung bình,Đại học Hoa Sen,17.0,D03,2024,,
quan hệ công chúng,Trung bình,Đại học Hoa Sen,17.0,D09,2024,,
quản trị khách sạn,Trung bình,Đại học Hoa Sen,16.0,A00,2024,,
quản trị khách sạn,Trung bình,Đại học Hoa Sen,16.0,A01,2024,,
quản trị khách sạn,Trung bình,Đại học Hoa Sen,16.0,D01,2024,,
quản trị khách sạn,Trung bình,Đại học Hoa Sen,16.0,D03,2024,,
quản trị khách sạn,Trung bình,Đại học Hoa Sen,16.0,D09,2024,,
quản trị khách sạn,Trung bình,Đại học Hoa Sen,18.0,A00,2024,,
quản trị khách sạn,Trung bình,Đại học Hoa Sen,18.0,A01,2024,,
quản trị khách sạn,Trung bình,Đại học Hoa Sen,18.0,D01,2024,,
quản trị khách sạn,Trung bình,Đại học Hoa Sen,18.0,D03,2024,,
quản trị khách sạn,Trung bình,Đại học Hoa Sen,18.0,D09,2024,,
thiết kế nội thất,Trung bình,Đại học Hoa Sen,15.0,A01,2024,,
thiết kế nội thất,Trung bình,Đại học Hoa Sen,15.0,D01,2024,,
thiết kế nội thất,Trung bình,Đại học Hoa Sen,15.0,D09,2024,,
thiết kế nội thất,Trung bình,Đại học Hoa Sen,15.0,D14,2024,,
thiết kế thời trang,Trung bình,Đại học Hoa Sen,15.0,A01,2024,,
thiết kế thời trang,Trung bình,Đại học Hoa Sen,15.0,D01,2024,,
thiết kế thời trang,Trung bình,Đại học Hoa Sen,15.0,D09,2024,,
thiết kế thời trang,Trung bình,Đại học Hoa Sen,15.0,D14,2024,,
thiết kế đồ họa,Trung bình,Đại học Hoa Sen,15.0,A01,2024,,
thiết kế đồ họa,Trung bình,Đại học Hoa Sen,15.0,D01,2024,,
thiết kế đồ họa,Trung bình,Đại học Hoa Sen,15.0,D09,2024,,
thiết kế đồ họa,Trung bình,Đại học Hoa Sen,15.0,D14,2024,,
thú y,Thấp,Đại học Hùng Vương TP.HCM,18.0,A00,2024,,
thú y,Thấp,Đại học Hùng Vương TP.HCM,18.0,B00,2024,,
thú y,Thấp,Đại học Hùng Vương TP.HCM,18.0,D07,2024,,
thú y,Thấp,Đại học Hùng Vương TP.HCM,18.0,D08,2024,,
công nghệ sinh học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,23.5,A02,2024,,
công nghệ sinh học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,23.5,B00,2024,,
công nghệ sinh học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,23.5,B08,2024,,
công nghệ sinh học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,24.9,A02,2024,,
công nghệ sinh học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,24.9,B00,2024,,
công nghệ sinh học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,24.9,B08,2024,,
công nghệ sinh học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,24.9,D90,2024,,
công nghệ sinh học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,24.9,A02,2024,,
công nghệ sinh học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,24.9,B00,2024,,
công nghệ sinh học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,24.9,B08,2024,,
công nghệ sinh học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,24.9,D90,2024,,
công nghệ sinh học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,23.35,A00,2024,,
công nghệ sinh học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,23.35,A02,2024,,
công nghệ sinh học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,23.35,B00,2024,,
công nghệ sinh học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,23.35,B08,2024,,
công nghệ sinh học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,24.45,A00,2024,,
công nghệ sinh học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,24.45,A02,2024,,
công nghệ sinh học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,24.45,B00,2024,,
công nghệ sinh học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,24.45,B08,2024,,
hóa học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,24.65,A00,2024,,
hóa học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,24.65,B00,2024,,
hóa học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,24.65,D07,2024,,
hóa học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,24.65,D90,2024,,
quản lý tài nguyên và môi trường,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,21.5,A00,2024,,
quản lý tài nguyên và môi trường,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,21.5,A01,2024,,
quản lý tài nguyên và môi trường,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,21.5,D10,2024,,
quản lý tài nguyên và môi trường,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,21.5,D07,2024,,
vật lý học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,23.0,A00,2024,,
vật lý học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,23.0,A01,2024,,
vật lý học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,23.0,A02,2024,,
vật lý học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,23.0,D90,2024,,
vật lý học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,25.1,A00,2024,,
vật lý học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,25.1,A01,2024,,
vật lý học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,25.1,A02,2024,,
vật lý học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,25.1,D90,2024,,
vật lý học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,25.3,A00,2024,,
vật lý học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,25.3,A01,2024,,
vật lý học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,25.3,A02,2024,,
vật lý học,Cao,Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,25.3,C01,2024,,
báo chí,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,26.07,D01,2024,Thứ tự NV 1,
báo chí,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,26.97,D78,2024,Thứ tự NV 2,
báo chí,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,29.03,C00,2024,Thứ tự NV 3,
báo chí,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,25.51,A01,2024,Thứ tự NV 4,
báo chí,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,28.8,C00,2024,,
báo chí,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,26.7,D01,2024,,
báo chí,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,27.4,D14,2024,,
báo chí,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,27.1,D14,2024,,
báo chí,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,27.73,C00,2024,,
báo chí,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,26.35,D01,2024,,
ngôn ngữ anh,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,26.27,D01,2024,,
ngôn ngữ anh,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,25.68,D01,2024,,
ngôn ngữ anh,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,21.0,D01,2024,,
ngôn ngữ anh,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,21.0,D14,2024,,
ngôn ngữ anh,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,21.0,D15,2024,,
ngôn ngữ hàn quốc,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,29.05,C00,2024,Thứ tự NV 1,
ngôn ngữ hàn quốc,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,26.3,D01,2024,Thứ tự NV 1,
ngôn ngữ hàn quốc,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,26.2,A01,2024,Thứ tự NV 3,
ngôn ngữ hàn quốc,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,27.13,D78,2024,Thứ tự NV 3,
ngôn ngữ hàn quốc,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,26.25,DD2,2024,Thứ tự NV 3,
ngôn ngữ pháp,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,24.4,D01,2024,,
ngôn ngữ pháp,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,23.7,D03,2024,,
ngôn ngữ trung quốc,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,25.78,D01,2024,,
ngôn ngữ trung quốc,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,25.3,D04,2024,,
ngôn ngữ trung quốc,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,25.08,D01,2024,,
ngôn ngữ trung quốc,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,24.5,D04,2024,,
ngôn ngữ trung quốc,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,25.5,D83,2024,,
ngôn ngữ trung quốc,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,25.5,D95,2024,,
ngôn ngữ trung quốc,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,25.5,D01,2024,,
ngôn ngữ trung quốc,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,25.5,D04,2024,,
ngôn ngữ trung quốc,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,25.5,D14,2024,,
ngôn ngữ trung quốc,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,25.5,D15,2024,,
nhân học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,23.67,A01,2024,Thứ tự NV 6,
nhân học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,24.93,D01,2024,Thứ tự NV 6,
nhân học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,25.39,D78,2024,Thứ tự NV 6,
nhân học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,24.75,D04,2024,Thứ tự NV 7,
nhân học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,27.43,C00,2024,Thứ tự NV 4,
nhân học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,27.1,C00,2024,,
nhân học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,25.05,D01,2024,,
nhân học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,25.51,D14,2024,,
nhân học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,25.58,D15,2024,,
tâm lý học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,26.47,A01,2024,Thứ tự NV 1,
tâm lý học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,28.6,C00,2024,Thứ tự NV 1,
tâm lý học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,26.18,D01,2024,Thứ tự NV 1,
tâm lý học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,26.71,D78,2024,Thứ tự NV 3,
tâm lý học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,25.9,B00,2024,,
tâm lý học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,28.3,C00,2024,,
tâm lý học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,26.4,D01,2024,,
tâm lý học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,27.1,D14,2024,,
tâm lý học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,24.2,B00,2024,,
tâm lý học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,24.2,B08,2024,,
tâm lý học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,25.9,D01,2024,,
tâm lý học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,26.8,D14,2024,,
xã hội học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,28.25,C00,2024,Thứ tự NV 2,
xã hội học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,26.34,D78,2024,Thứ tự NV 7,
xã hội học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,25.65,D01,2024,Thứ tự NV 11,
xã hội học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,25.2,A01,2024,Thứ tự NV 12,
xã hội học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,25.65,D01,2024,,
xã hội học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,26.35,D14,2024,,
xã hội học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,24.0,A00,2024,,
xã hội học,Cao,Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM,27.95,C00,2024,,
bảo hiểm,Cao,Đại học Kinh tế TP.HCM,26.71,A00,2024,,
bảo hiểm,Cao,Đại học Kinh tế TP.HCM,26.71,A01,2024,,
bảo hiểm,Cao,Đại học Kinh tế TP.HCM,26.71,D01,2024,,
bảo hiểm,Cao,Đại học Kinh tế TP.HCM,26.71,D07,2024,,
bảo hiểm,Cao,Đại học Kinh tế TP.HCM,26.57,A00,2024,,
bảo hiểm,Cao,Đại học Kinh tế TP.HCM,26.57,A01,2024,,
bảo hiểm,Cao,Đại học Kinh tế TP.HCM,26.57,D01,2024,,
bảo hiểm,Cao,Đại học Kinh tế TP.HCM,26.57,D07,2024,,
bảo hiểm,Cao,Đại học Kinh tế TP.HCM,17.5,A00,2024,Cơ sở Nam Định,
bảo hiểm,Cao,Đại học Kinh tế TP.HCM,17.5,A01,2024,Cơ sở Nam Định,
bảo hiểm,Cao,Đại học Kinh tế TP.HCM,17.5,C01,2024,Cơ sở Nam Định,
bảo hiểm,Cao,Đại học Kinh tế TP.HCM,17.5,D01,2024,Cơ sở Nam Định,
bảo hiểm,Cao,Đại học Kinh tế TP.HCM,22.0,A00,2024,Cơ sở Hà Nội,
bảo hiểm,Cao,Đại học Kinh tế TP.HCM,22.0,A01,2024,Cơ sở Hà Nội,
bảo hiểm,Cao,Đại học Kinh tế TP.HCM,22.0,C01,2024,Cơ sở Hà Nội,
bảo hiểm,Cao,Đại học Kinh tế TP.HCM,22.0,D01,2024,Cơ sở Hà Nội,
bảo hiểm,Cao,Đại học Kinh tế TP.HCM,25.0,A00,2024,,
bảo hiểm,Cao,Đại học Kinh tế TP.HCM,25.0,A01,2024,,
bảo hiểm,Cao,Đại học Kinh tế TP.HCM,25.0,D01,2024,,
bảo hiểm,Cao,Đại học Kinh tế TP.HCM,25.0,D07,2024,,
bảo hiểm,Cao,Đại học Kinh tế TP.HCM,24.5,A00,2024,,
bảo hiểm,Cao,Đại học Kinh tế TP.HCM,24.5,A01,2024,,
bảo hiểm,Cao,Đại học Kinh tế TP.HCM,24.5,D01,2024,,
bảo hiểm,Cao,Đại học Kinh tế TP.HCM,24.5,D07,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,27.78,A00,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,27.78,A01,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,27.78,D01,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,27.78,D07,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,18.5,A00,2024,Cơ sở Nam Định,
digital marketing,Cao,Đại học Kinh tế TP.HCM,18.5,A01,2024,Cơ sở Nam Định,
digital marketing,Cao,Đại học Kinh tế TP.HCM,18.5,C01,2024,Cơ sở Nam Định,
digital marketing,Cao,Đại học Kinh tế TP.HCM,18.5,D01,2024,Cơ sở Nam Định,
digital marketing,Cao,Đại học Kinh tế TP.HCM,24.2,A00,2024,Cơ sở Hà Nội,
digital marketing,Cao,Đại học Kinh tế TP.HCM,24.2,A01,2024,Cơ sở Hà Nội,
digital marketing,Cao,Đại học Kinh tế TP.HCM,24.2,C01,2024,Cơ sở Hà Nội,
digital marketing,Cao,Đại học Kinh tế TP.HCM,24.2,D01,2024,Cơ sở Hà Nội,
digital marketing,Cao,Đại học Kinh tế TP.HCM,27.1,A00,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,27.1,A01,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,27.1,D01,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,27.1,D07,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,26.8,A00,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,26.8,A01,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,26.8,D01,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,26.8,D07,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,26.0,A00,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,26.0,A01,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,26.0,D01,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,26.0,D90,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,23.0,A00,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,23.0,A01,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,23.0,C15,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,23.0,D01,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,22.0,A00,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,22.0,A01,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,22.0,D01,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,22.0,D07,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,14.0,A00,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,14.0,A01,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,14.0,C01,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,14.0,D01,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,17.0,A00,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,17.0,A01,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,17.0,D01,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,17.0,C00,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,18.0,A00,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,18.0,A01,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,18.0,D01,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,18.0,C00,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,18.5,A00,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,18.5,A01,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,18.5,C04,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,18.5,D01,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,17.0,A00,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,17.0,A01,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,17.0,B00,2024,,
digital marketing,Cao,Đại học Kinh tế TP.HCM,17.0,D01,2024,,
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,26.97,A00,2024,,
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,26.97,A01,2024,,
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,26.97,D01,2024,,
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,26.97,D07,2024,,
