SchoolName,SchoolID,Type,MajorID,Major,SubjectGroup,Benchmark_2024,Note
Trường ĐẠI HỌC Thủ đô Hà Nội,HNM,Điểm chuẩn theo phương thức Chứng chỉ quốc tế năm 2024,7510605,Logistics và quản lý chuỗi cung ứng,,9.0,
Trường ĐẠI HỌC Thủ đô Hà Nội,HNM,Điểm chuẩn theo phương thức Chứng chỉ quốc tế năm 2024,7760101,Công tác xã hội,,8.0,
Trường ĐẠI HỌC Thủ đô Hà Nội,HNM,Điểm chuẩn theo phương thức Chứng chỉ quốc tế năm 2024,7810103,Quản trị dịch vụ du lịch và lữ hành,,9.0,
Trường ĐẠI HỌC Thủ đô Hà Nội,HNM,Điểm chuẩn theo phương thức Chứng chỉ quốc tế năm 2024,7810201,Quản trị khách sạn,,8.0,
Trường ĐẠI HỌC Thủ đô Hà Nội,HNM,Điểm chuẩn theo phương thức Chứng chỉ quốc tế năm 2024,7850201,Bảo hộ lao động,,9.0,
Trường ĐẠI HỌC Thủ đô Hà Nội,HNM,Điểm chuẩn theo phương thức Chứng chỉ quốc tế năm 2024,,,,,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM01,Quản trị kinh doanh (Quản trị kinh doanh),A00; A01; D01; D07,26.1,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM02,Quản trị kinh doanh (Quản trị kinh doanh - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),A00; A01; D01; D07,25.15,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM03,Quản trị kinh doanh (Khởi nghiệp và phát triển kinh doanh),A00; A01; D01; D07,25.55,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM04,Marketing (Marketing thương mại),A00; A01; D01; D07,27.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM05,Marketing (Quản trị thương hiệu),A00; A01; D01; D07,26.75,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM06,Logistics và Quản lý chuỗi cung ứng (Logistics và Quản lý chuỗi cung ứng),A00; A01; D01; D07,26.9,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM07,Kế toán (Kế toán doanh nghiệp),A00; A01; D01; D07,26.15,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM08,Kế toán (Kế toán tích hợp chứng chỉ quốc tế ICAEW CFAB - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế -IPOP),A00; A01; D01; D07,25.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM09,Kế toán (Kế toán công),A00; A01; D01; D07,25.9,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM10,Kiểm toán (Kiểm toán),A00; A01; D01; D07,26.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM11,Kinh doanh quốc tế (Thương mại quốc tế),A00; A01; D01; D07,26.6,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM12,Kinh tế quốc tế (Kinh tế quốc tế),A00; A01; D01; D07,26.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM13,Kinh tế (Quản lý kinh tế),A00; A01; D01; D07,25.9,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM14,Tài chính - Ngân hàng (Tài chính - Ngân hàng thương mại),A00; A01; D01; D07,26.15,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM15,Tài chính - Ngân hàng (Tài chính - Ngân hàng thương mại - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế -IPOP),A00; A01; D01; D07,25.1,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM16,Tài chính - Ngân hàng (Tài chính công),A00; A01; D01; D07,25.95,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM17,Thương mại điện từ (Quản trị Thương mại điện tử),A00; A01; D01; D07,27.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM18,Ngôn ngữ Anh (Tiếng Anh thương mại),A01; D01; D07,26.05,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM19,Luật kinh tế (Luật kinh tế),A00; A01; D01; D07,25.8,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM20,Quản trị kinh doanh (Tiếng Pháp thương mại),A00; A01; D01; D03,25.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM21,Ngôn ngữ Trung Quốc (Tiếng Trung thương mại),A00; A01; D01; D04,26.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM22,Hệ thống thông tin quản lý (Quản trị Hệ thống thông tin),A00; A01; D01; D07,26.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM23,Quản trị nhân lực (Quản trị nhân lực doanh nghiệp),A00; A01; D01; D07,26.15,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM24,Quản trị khách sạn (Quản trị khách sạn - Chương trình định hướng nghề nghiệp),A00; A01; D01; D07,25.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM25,Quản trị dịch vụ du lịch và lữ hành (Quản trị dịch vụ du lịch và lữ hành - Chương trình định hướng nghề nghiệp),A00; A01; D01; D07,25.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM26,Hệ thống thông tin quản lý (Quản trị Hệ thống thông tin - Chương trình định hướng nghề nghiệp),A00; A01; D01; D07,25.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM27,Quản trị nhân lực (Quản trị nhân lực doanh nghiệp - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),A00; A01; D01; D07,25.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM28,Marketing (Marketing số),A00; A01; D01; D07,26.75,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM29,Luật kinh tế (Luật Thương mại quốc tế),A00; A01; D01; D07,25.6,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM30,Thương mại điện tử (Kinh doanh số),A00; A01; D01; D07,26.2,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM31,Quàn trị khách sạn (Quản trị khách sạn),A00; A01; D01; D07,25.55,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM32,Quản trị dịch vụ du lịch và lữ hành (Quản trị dịch vụ du lịch và lữ hành),A00; A01; D01; D07,25.55,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM33,Kinh tế số (Phân tích kinh doanh trong môi trường số),A00; A01; D01; D07,26.1,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM34,Quản trị khách sạn (Quản trị khách sạn - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),A00; A01; D01; D07,25.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM35,Marketing (Marketing thương mại - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),A00; A01; D01; D07,26.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM36,Kinh doanh quốc tế (Thương mại quốc tế - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - 1P0P),A00; A01; D01; D07,25.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM37,Logistics và Quản lý chuỗi cung ứng (Logistics và xuất nhập khẩu - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),A00; A01; D01; D07,25.35,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm thi THPT năm 2024,TM38,Tài chính - Ngân hàng (Công nghệ Tài chính ngân hàng),A00; A01; D01; D07,25.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM01,Quản trị kinh doanh (Quản trị kinh doanh),A00; A01; D01; D07,27.5,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM02,Quản trị kinh doanh (Quản trị kinh doanh -Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),A00; A01; D01; D07,26.5,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM03,Quản trị kinh doanh (Khởi nghiệp và phát triển kinh doanh),A00; A01; D01; D07,27.5,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM04,Marketing (Marketing thương mại),A00; A01; D01; D07,29.0,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM05,Marketing (Quân trị thương hiệu),A00; A01; D01; D07,28.5,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM06,Logistics và Quân lý chuỗi cung ứng (Logistics và Quản lý chuỗi cung úng),A00; A01; D01; D07,29.25,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM07,Kế toán (Kế toán doanh nghiệp),A00; A01; D01; D07,28.0,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM08,Kế toán (Kế toán tích họp chứng chỉ quốc tế ICAEW CFAB - chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),A00; A01; D01; D07,26.5,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM09,Kế toán (Kế toán công),A00; A01; D01; D07,28.0,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM10,Kiểm toán (Kiểm toán),A00; A01; D01; D07,28.5,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM11,Kinh doanh quốc tế (Thương mại quôc tế),A00; A01; D01; D07,29.0,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM12,Kinh tế quốc tế (Kinh tế quốc tế),A00; A01; D01; D07,29.0,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM13,Kinh tế (Quản lý kinh tế),A00; A01; D01; D07,27.5,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM14,Tài chính - Ngân hàng (Tài chính - Ngân hàng thương mại),A00; A01; D01; D07,28.5,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM15,Tài chính - Ngân hàng (Tài chính - Ngân hàng thương mại - chương trình định hướng chuyên sâu nghề nghiệp quôc tế - IPOP),A00; A01; D01; D07,27.0,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM16,Tài chính - Ngân hàng (Tài chính công),A00; A01; D01; D07,27.25,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM17,Thương mại điện tử (Quản trị thương mại điện tử),A00; A01; D01; D07,29.0,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM18,Ngôn ngữ Anh (Tiếng Anh thương mại),A00; A01; D01; D07,27.0,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM19,Luật kinh tế (Luật kinh tế),A00; A01; D01; D07,28.0,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM20,Quản trị kinh doanh (Tiếng Pháp thương mại),A00; A01; D01; D03,27.0,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM21,Ngôn ngữ Trung Quốc (Tiếng Trung thương mại),A00; A01; D01; D04,28.5,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM22,Hệ thống thông tin quản lý (Quản trị Hệ thống thông tin),A00; A01; D01; D07,27.0,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM23,Quản trị nhân lực (Quản trị nhân lực doanh nghiệp),A00; A01; D01; D07,27.5,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM24,Quản trị khách sạn (Quản tri khách sạn -Chương trình định hướng nghề nghiệp),A00; A01; D01; D07,27.0,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM25,Quản trị dịch vụ du lịch và lữ hành (Quản trị dịch vụ du lịch và lữ hành - Chương trinh định hướng nghề nghiệp),A00; A01; D01; D07,27.0,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM26,Hệ thống thông tin quản lý (Quản trị Hệ thống thông tin - Chương trinh định hướng nghề nghiệp),A00; A01; D01; D07,26.0,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM27,Quản trị nhân lực (Quản trị nhân lực doanh nghiệp - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),A00; A01; D01; D07,25.0,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM28,Marketing (Marketing số),A00; A01; D01; D07,28.5,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM29,Luật kinh tế (Luật Thương mại quốc tế),A00; A01; D01; D07,27.0,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM30,Thương mại điện tử (Kinh doanh số),A00; A01; D01; D07,28.5,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM31,Quản trị khách sạn (Quản trị khách sạn),A00; A01; D01; D07,27.0,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM32,Quản trị dịch vụ du lịch và lữ hành (Quản trị dịch vụ du lịch và lữ hành),A00; A01; D01; D07,27.0,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM33,Kinh tế số (Phân tích kinh doanh trong môi trường số),A00; A01; D01; D07,27.0,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM34,Quản trị khách sạn (Quản trị khách sạn -Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),A00; A01; D01; D07,25.0,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM35,Marketing (Marketing thương mại - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),A00; A01; D01; D07,27.5,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM36,Kinh doanh quốc tế (Thương mại quốc tế -Chương trinh định hirổng chuyên sâu nghề nghiệp quốc tế - IPOP),A00; A01; D01; D07,27.0,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM37,Logistics và Quản lý chuỗi cung ứng (Logistics và xuất nhập khẩu - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế -IPOP),A00; A01; D01; D07,28.0,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm học bạ năm 2024,TM38,Tài chính - Ngân hàng (Công nghệ Tài chính ngân hàng),A00; A01; D01; D07,26.0,Chuyên hoặc trọng điểm
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM01,Quản trị kinh doanh (Quản trị kinh doanh),,21.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM02,Quản trị kinh doanh (Quản trị kinh doanh -Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),,19.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM03,Quản trị kinh doanh (Khởi nghiệp và phát triển kinh doanh),,20.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM04,Marketing (Marketing thương mại),,21.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM05,Marketing (Quân trị thương hiệu),,21.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM06,Logistics và Quân lý chuỗi cung ứng (Logistics và Quản lý chuỗi cung úng),,22.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM07,Kế toán (Kế toán doanh nghiệp),,21.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM08,Kế toán (Kế toán tích họp chứng chỉ quốc tế ICAEW CFAB - chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),,19.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM09,Kế toán (Kế toán công),,20.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM10,Kiểm toán (Kiểm toán),,21.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM11,Kinh doanh quốc tế (Thương mại quôc tế),,21.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM12,Kinh tế quốc tế (Kinh tế quốc tế),,21.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM13,Kinh tế (Quản lý kinh tế),,20.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM14,Tài chính - Ngân hàng (Tài chính - Ngân hàng thương mại),,21.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM15,Tài chính - Ngân hàng (Tài chính - Ngân hàng thương mại - chương trình định hướng chuyên sâu nghề nghiệp quôc tế - IPOP),,19.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM16,Tài chính - Ngân hàng (Tài chính công),,20.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM17,Thương mại điện tử (Quản trị thương mại điện tử),,22.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM19,Luật kinh tế (Luật kinh tế),,20.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM20,Quản trị kinh doanh (Tiếng Pháp thương mại),,18.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM21,Ngôn ngữ Trung Quốc (Tiêng Trung thương mại),,21.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM22,Hệ thống thông tin quản lý (Quản trị Hệ thống thông tin),,19.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM23,Quản trị nhân lực (Quản trị nhân lực doanh nghiệp),,20.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM24,Quản trị khách sạn (Quản tri khách sạn -Chương trình định hướng nghề nghiệp),,18.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM25,Quản trị dịch vụ du lịch và lữ hành (Quản trị dịch vụ du lịch và lữ hành - Chương trinh định hướng nghề nghiệp),,18.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM26,Hệ thống thông tin quản lý (Quản trị Hệ thống thông tin - Chương trinh định hướng nghề nghiệp),,18.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM27,Quản trị nhân lực (Quản trị nhân lực doanh nghiệp - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),,18.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM28,Marketing (Marketing số),,21.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM29,Luật kinh tế (Luật Thương mại quốc tế),,19.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM30,Thương mại điện tử (Kinh doanh số),,21.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM31,Quản trị khách sạn (Quản trị khách sạn),,19.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM32,Quản trị dịch vụ du lịch và lữ hành (Quản trị dịch vụ du lịch và lữ hành),,19.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM33,Kinh tế số (Phân tích kinh doanh trong môi trường số),,19.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM34,Quản trị khách sạn (Quản trị khách sạn -Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),,19.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM35,Marketing (Marketing thương mại - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),,20.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM36,Kinh doanh quốc tế (Thương mại quốc tế -Chương trinh định hirổng chuyên sâu nghề nghiệp quốc tế - IPOP),,19.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM37,Logistics và Quản lý chuỗi cung ứng (Logistics và xuất nhập khẩu - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế -IPOP),,20.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm ĐGNL HN năm 2024,TM38,Tài chính - Ngân hàng (Công nghệ Tài chính ngân hàng),,19.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm Đánh giá Tư duy năm 2024,TM01,Quản trị kinh doanh (Quản trị kinh doanh),,20.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm Đánh giá Tư duy năm 2024,TM02,Quản trị kinh doanh (Quản trị kinh doanh -Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),,18.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm Đánh giá Tư duy năm 2024,TM03,Quản trị kinh doanh (Khởi nghiệp và phát triển kinh doanh),,19.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm Đánh giá Tư duy năm 2024,TM04,Marketing (Marketing thương mại),,21.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm Đánh giá Tư duy năm 2024,TM05,Marketing (Quân trị thương hiệu),,20.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm Đánh giá Tư duy năm 2024,TM06,Logistics và Quân lý chuỗi cung ứng (Logistics và Quản lý chuỗi cung úng),,21.5,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm Đánh giá Tư duy năm 2024,TM07,Kế toán (Kế toán doanh nghiệp),,20.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm Đánh giá Tư duy năm 2024,TM08,Kế toán (Kế toán tích họp chứng chỉ quốc tế ICAEW CFAB - chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),,18.0,
Trường ĐẠI HỌC Thương mại,TMU,Điểm chuẩn theo phương thức Điểm Đánh giá Tư duy năm 2024,TM09,Kế toán (Kế toán công),,19.0,
